latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.85413,8.592234,467.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-06-11,26.1,15.7,20.4,14.80,0.00
2018-06-12,20.3,16.4,18.3,19.60,0.00
2018-06-13,16.5,13.0,14.7,34.80,0.00
2018-06-14,17.8,12.5,15.0,1.00,0.00
2018-06-15,20.4,11.9,16.9,1.20,0.00
2018-06-16,22.2,9.7,17.5,0.00,0.00
2018-06-17,21.0,16.3,18.3,7.80,0.00
2018-06-18,20.9,15.7,17.9,6.70,0.00
2018-06-19,23.9,12.4,19.5,0.10,0.00
2018-06-20,27.2,12.0,20.8,0.00,0.00
2018-06-21,24.1,15.8,20.3,41.30,0.00
2018-06-22,17.1,12.6,14.8,17.80,0.00
2018-06-23,18.3,11.8,15.1,0.00,0.00
2018-06-24,20.0,12.7,16.4,0.40,0.00
2018-06-25,18.5,14.1,16.2,5.90,0.00
2018-06-26,21.4,11.3,17.4,0.30,0.00
2018-06-27,21.8,14.8,18.7,1.30,0.00
2018-06-28,20.7,10.2,16.3,1.70,0.00
2018-06-29,22.4,12.3,18.5,0.30,0.00
2018-06-30,26.0,14.2,21.1,0.70,0.00
2018-07-01,26.9,14.8,22.1,1.40,0.00
2018-07-02,27.5,17.0,22.8,2.60,0.00
2018-07-03,24.8,17.0,20.9,5.10,0.00
2018-07-04,25.0,14.7,20.6,1.60,0.00
2018-07-05,22.2,16.2,19.1,12.10,0.00
2018-07-06,19.3,15.6,17.4,16.40,0.00
2018-07-07,22.2,15.3,19.1,0.70,0.00
2018-07-08,23.6,12.9,19.5,3.10,0.00
2018-07-09,23.5,15.2,20.8,0.30,0.00
2018-07-10,21.3,15.1,18.8,5.60,0.00
2018-07-11,18.6,14.9,16.3,8.10,0.00
2018-07-12,21.9,12.6,18.5,0.60,0.00
2018-07-13,24.3,11.5,19.5,1.90,0.00
2018-07-14,25.0,15.7,20.3,3.60,0.00
2018-07-15,24.8,16.3,20.4,6.40,0.00
2018-07-16,24.2,13.5,20.0,0.70,0.00
2018-07-17,24.0,13.6,19.9,1.50,0.00
2018-07-18,25.6,12.8,20.4,0.40,0.00
2018-07-19,24.9,16.7,21.6,2.10,0.00
2018-07-20,25.6,15.8,20.4,13.70,0.00
2018-07-21,20.4,16.1,18.7,11.10,0.00
2018-07-22,21.4,16.6,18.8,3.40,0.00
2018-07-23,22.6,16.4,19.2,12.30,0.00
2018-07-24,26.4,13.8,20.9,0.90,0.00
2018-07-25,25.6,16.7,21.8,1.60,0.00
2018-07-26,27.0,18.5,23.4,0.40,0.00
2018-07-27,27.1,17.1,22.9,0.30,0.00
2018-07-28,26.1,16.5,20.7,18.10,0.00
2018-07-29,27.2,14.9,21.1,2.20,0.00
2018-07-30,28.3,17.5,23.4,0.30,0.00
2018-07-31,29.2,17.6,24.7,0.10,0.00
2018-08-01,29.8,20.2,24.8,5.40,0.00
2018-08-02,26.0,18.4,22.2,0.70,0.00
2018-08-03,28.6,18.6,23.9,1.30,0.00
2018-08-04,28.5,19.1,24.5,0.50,0.00
2018-08-05,28.6,19.8,24.4,2.10,0.00
2018-08-06,28.1,18.1,23.7,9.10,0.00
2018-08-07,27.6,18.7,23.3,4.20,0.00
2018-08-08,28.4,17.9,22.8,6.10,0.00
2018-08-09,27.8,18.3,22.5,5.50,0.00
2018-08-10,19.7,16.3,18.0,18.00,0.00
2018-08-11,21.7,14.4,18.3,1.30,0.00
2018-08-12,26.4,13.5,20.8,0.20,0.00
2018-08-13,24.0,16.5,19.7,14.30,0.00
2018-08-14,20.9,17.4,18.5,15.10,0.00
2018-08-15,22.2,17.1,19.4,2.00,0.00
2018-08-16,25.9,13.9,20.3,0.40,0.00
2018-08-17,25.4,16.3,20.4,6.00,0.00
2018-08-18,22.5,17.7,20.3,4.70,0.00
2018-08-19,25.0,15.7,20.7,0.70,0.00
2018-08-20,25.0,17.4,21.0,1.20,0.00
2018-08-21,26.3,15.5,21.7,3.30,0.00
2018-08-22,27.2,15.8,21.4,6.50,0.00
2018-08-23,26.3,15.7,20.9,11.30,0.00
2018-08-24,22.1,15.0,18.1,26.80,0.00
2018-08-25,15.9,11.4,14.1,23.20,0.00
2018-08-26,16.7,9.9,13.0,4.00,0.00
2018-08-27,23.9,9.7,17.2,0.00,0.00
2018-08-28,25.8,10.4,19.4,0.10,0.00
2018-08-29,26.9,15.2,20.1,14.40,0.00
2018-08-30,18.5,16.0,16.8,15.50,0.00
2018-08-31,16.9,14.1,15.5,29.80,0.00
2018-09-01,14.1,12.9,13.6,36.70,0.00
2018-09-02,16.9,12.6,14.5,1.20,0.00
2018-09-03,18.8,14.1,16.2,1.90,0.00
2018-09-04,20.3,12.4,17.1,0.10,0.00
2018-09-05,22.9,11.8,18.5,0.20,0.00
2018-09-06,22.4,13.4,17.8,10.90,0.00
2018-09-07,18.9,16.1,17.3,11.10,0.00
2018-09-08,22.5,14.3,18.3,0.50,0.00
2018-09-09,24.1,10.9,18.4,0.80,0.00
2018-09-10,23.1,13.9,18.9,1.50,0.00
2018-09-11,26.1,12.5,19.4,0.00,0.00
2018-09-12,26.2,14.3,20.5,0.10,0.00
2018-09-13,24.2,15.6,19.8,8.80,0.00
2018-09-14,20.2,15.8,18.0,7.60,0.00
2018-09-15,19.3,16.4,17.5,5.10,0.00
2018-09-16,23.1,14.2,18.6,4.50,0.00
2018-09-17,25.2,15.7,19.7,2.40,0.00
2018-09-18,24.0,15.2,18.9,3.10,0.00
2018-09-19,24.6,13.4,18.9,0.30,0.00
2018-09-20,25.2,13.3,19.1,0.00,0.00
2018-09-21,26.3,15.2,19.9,16.50,0.00
2018-09-22,18.8,11.5,15.3,3.50,0.00
2018-09-23,26.5,16.5,20.9,11.90,0.00
2018-09-24,14.4,8.9,10.5,29.20,0.28
2018-09-25,15.5,5.5,11.1,0.00,0.00
2018-09-26,21.5,7.6,14.6,0.00,0.00
2018-09-27,23.7,10.4,17.1,0.00,0.00
2018-09-28,21.7,11.7,16.5,0.00,0.00
2018-09-29,20.5,13.0,16.4,0.10,0.00
2018-09-30,20.9,9.9,15.5,6.90,0.00
2018-10-01,14.5,7.4,10.3,19.20,9.03
2018-10-02,11.2,6.7,8.9,0.50,8.96
2018-10-03,14.6,10.6,12.1,0.70,0.00
2018-10-04,21.1,8.2,14.0,0.00,0.00
2018-10-05,23.4,9.7,15.7,0.00,0.00
2018-10-06,21.2,10.8,15.2,0.00,0.00
2018-10-07,20.8,9.6,14.4,1.20,0.00
2018-10-08,21.8,10.8,15.6,0.00,0.00
2018-10-09,22.7,10.3,16.1,0.00,0.00
2018-10-10,21.1,12.2,16.1,0.00,0.00
2018-10-11,18.9,12.5,15.6,2.10,0.00
2018-10-12,22.7,11.9,16.6,0.10,0.00
2018-10-13,23.3,10.8,15.8,0.00,0.00
2018-10-14,20.0,11.9,15.1,0.00,0.00
2018-10-15,19.6,11.5,14.5,0.00,0.00
2018-10-16,20.7,9.8,14.9,0.00,0.00
2018-10-17,20.4,8.4,14.3,0.00,0.00
2018-10-18,20.2,10.0,14.4,0.00,0.00
2018-10-19,20.4,9.3,14.4,0.00,0.00
2018-10-20,19.4,11.1,14.9,0.00,0.00
2018-10-21,17.3,7.6,12.4,0.00,0.00
2018-10-22,14.3,6.0,10.5,0.00,0.00
