latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.502636,6.7897267,461.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-11-24,9.7,4.6,7.2,9.50,0.42
2018-11-25,9.4,3.6,6.0,0.10,0.00
2018-11-26,7.0,4.6,5.4,7.20,0.00
2018-11-27,5.6,3.5,4.4,4.20,0.00
2018-11-28,8.6,3.0,5.2,0.00,0.00
2018-11-29,9.2,4.6,6.7,0.10,0.00
2018-11-30,8.8,4.3,6.5,3.20,0.00
2018-12-01,7.7,3.8,6.5,0.70,0.00
2018-12-02,8.4,5.9,7.2,22.40,0.00
2018-12-03,11.7,8.1,10.2,32.30,0.00
2018-12-04,10.4,6.0,8.6,9.10,0.00
2018-12-05,10.1,4.6,7.7,0.00,0.00
2018-12-06,9.8,6.6,8.4,6.50,0.00
2018-12-07,10.2,7.3,8.9,4.80,0.00
2018-12-08,7.0,4.3,5.9,8.00,1.68
2018-12-09,8.7,5.9,7.2,15.30,0.00
2018-12-10,6.2,4.0,4.8,4.50,0.00
2018-12-11,5.3,2.0,3.6,0.40,0.00
2018-12-12,3.4,-1.5,1.2,0.00,0.00
2018-12-13,1.9,-1.5,0.1,0.00,0.21
2018-12-14,2.1,-0.9,1.0,0.00,0.00
2018-12-15,2.3,-0.6,0.7,0.00,0.07
2018-12-16,7.1,0.4,4.2,6.00,1.75
2018-12-17,6.6,3.9,5.3,5.20,0.00
2018-12-18,5.4,-0.3,2.7,0.00,0.00
2018-12-19,7.4,2.3,5.0,6.70,0.42
2018-12-20,6.2,2.4,4.9,4.00,0.56
2018-12-21,8.0,4.0,6.2,17.60,0.00
2018-12-22,9.4,5.3,8.0,12.10,0.00
2018-12-23,10.3,6.0,8.3,9.80,0.00
2018-12-24,9.9,3.1,7.7,29.20,0.00
2018-12-25,6.2,0.8,3.8,0.00,0.00
2018-12-26,5.6,0.6,3.8,0.00,0.00
2018-12-27,7.3,2.6,5.3,0.00,0.00
2018-12-28,7.5,2.6,5.6,0.60,0.35
2018-12-29,4.1,-1.1,2.0,0.00,0.00
2018-12-30,7.7,1.3,3.9,0.00,0.56
2018-12-31,7.8,1.3,4.4,0.00,0.00
2019-01-01,6.1,2.3,4.3,0.00,0.00
2019-01-02,3.7,0.7,2.4,0.00,0.00
2019-01-03,2.2,-1.1,0.3,0.00,0.00
2019-01-04,2.9,-0.7,0.6,0.00,0.00
2019-01-05,3.3,-0.7,1.6,0.00,0.14
2019-01-06,4.7,1.9,2.9,0.00,0.00
2019-01-07,4.1,2.0,2.8,0.00,0.00
2019-01-08,4.3,1.6,2.7,3.10,3.01
2019-01-09,2.5,-0.5,1.1,0.30,3.36
2019-01-10,2.7,-0.8,0.3,0.00,0.49
2019-01-11,1.9,-1.2,0.3,0.00,0.00
2019-01-12,3.3,1.1,2.2,0.30,0.28
2019-01-13,6.5,2.1,4.2,13.00,4.41
2019-01-14,6.4,2.7,4.5,10.40,0.77
2019-01-15,5.5,0.3,3.2,0.40,0.56
2019-01-16,6.7,0.3,3.2,0.00,0.00
2019-01-17,5.1,2.3,4.1,5.90,1.54
2019-01-18,3.1,-2.0,1.2,0.20,1.75
2019-01-19,3.5,-1.5,1.2,0.00,0.00
2019-01-20,3.8,0.9,2.7,0.00,0.21
2019-01-21,4.7,-0.9,1.8,0.00,0.14
2019-01-22,1.3,-2.7,0.2,0.00,0.00
2019-01-23,1.7,-1.0,0.2,0.00,1.96
2019-01-24,1.3,-2.0,-0.5,0.00,0.00
2019-01-25,1.6,-2.9,-1.1,0.00,0.00
2019-01-26,4.3,0.4,2.5,0.00,0.00
2019-01-27,5.8,0.5,3.3,4.90,3.92
2019-01-28,2.4,0.3,1.3,0.00,8.12
2019-01-29,1.2,-1.2,0.2,0.00,0.56
2019-01-30,2.4,-1.4,1.0,0.10,5.81
2019-01-31,3.6,-1.2,0.9,0.00,4.41
2019-02-01,4.5,1.7,3.1,5.60,14.49
2019-02-02,6.3,2.6,4.1,2.20,1.33
2019-02-03,2.9,0.7,1.9,0.60,7.07
2019-02-04,3.7,-0.6,1.2,0.00,0.00
2019-02-05,6.9,-1.2,1.8,0.00,0.21
2019-02-06,6.8,0.2,3.7,0.00,0.00
2019-02-07,5.6,0.1,2.8,2.60,1.68
2019-02-08,5.7,-0.4,2.9,0.30,0.00
2019-02-09,9.0,1.1,5.3,1.80,0.00
2019-02-10,7.8,2.6,5.2,8.20,0.00
2019-02-11,3.5,1.3,2.5,0.70,5.46
2019-02-12,5.2,0.3,2.4,0.00,0.00
2019-02-13,7.4,-0.4,2.7,0.00,0.00
2019-02-14,11.6,0.2,5.2,0.00,0.00
2019-02-15,13.1,-0.2,6.3,0.00,0.00
2019-02-16,13.7,0.7,6.6,0.00,0.00
2019-02-17,12.0,0.9,6.1,0.00,0.00
2019-02-18,8.9,0.9,4.8,0.00,0.00
2019-02-19,10.3,0.6,4.5,0.00,0.00
2019-02-20,11.6,1.2,5.4,0.00,0.00
2019-02-21,13.6,2.1,6.2,0.00,0.00
2019-02-22,13.4,2.4,7.4,0.00,0.00
