latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.994724,7.0129867,450.0,7200,Europe/Zurich,CEST

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2018-05-28,24.5,13.3,18.9,2.80,0.00
2018-05-29,21.8,15.2,18.0,12.50,0.00
2018-05-30,23.9,14.4,18.8,5.00,0.00
2018-05-31,22.6,14.6,17.8,16.70,0.00
2018-06-01,20.5,12.4,16.8,1.70,0.00
2018-06-02,23.1,13.9,18.3,1.10,0.00
2018-06-03,23.7,13.6,18.9,2.60,0.00
2018-06-04,23.3,16.2,19.1,5.30,0.00
2018-06-05,23.2,14.7,18.9,1.10,0.00
2018-06-06,23.0,15.6,19.2,4.70,0.00
2018-06-07,22.2,15.9,18.5,3.60,0.00
2018-06-08,22.8,15.0,18.7,11.40,0.00
2018-06-09,23.6,16.0,19.5,3.70,0.00
2018-06-10,24.3,17.1,20.6,0.00,0.00
2018-06-11,22.8,16.7,19.4,9.80,0.00
2018-06-12,19.9,15.9,17.8,13.00,0.00
2018-06-13,16.9,12.3,15.0,6.20,0.00
2018-06-14,20.6,11.8,15.6,0.00,0.00
2018-06-15,20.9,13.1,17.0,0.10,0.00
2018-06-16,23.2,13.8,18.4,0.10,0.00
2018-06-17,20.8,16.1,17.8,4.00,0.00
2018-06-18,22.0,14.6,18.1,0.00,0.00
2018-06-19,25.0,13.9,19.5,0.00,0.00
2018-06-20,27.4,14.0,21.1,0.00,0.00
2018-06-21,26.3,16.3,21.6,0.20,0.00
2018-06-22,19.1,11.6,15.4,0.40,0.00
2018-06-23,21.2,10.1,15.5,0.00,0.00
2018-06-24,20.9,11.8,16.2,0.00,0.00
2018-06-25,21.2,13.0,17.1,0.00,0.00
2018-06-26,24.8,13.1,18.5,0.00,0.00
2018-06-27,25.3,14.7,19.6,0.00,0.00
2018-06-28,22.8,14.4,18.2,0.00,0.00
2018-06-29,23.4,14.6,19.0,0.00,0.00
2018-06-30,28.3,16.2,22.6,0.00,0.00
2018-07-01,29.1,18.1,23.8,0.00,0.00
2018-07-02,27.6,18.2,22.9,0.00,0.00
2018-07-03,24.5,19.5,21.8,4.30,0.00
2018-07-04,26.7,17.2,22.5,2.70,0.00
2018-07-05,22.3,17.3,19.1,22.40,0.00
2018-07-06,22.1,16.3,18.2,27.00,0.00
2018-07-07,24.2,15.2,20.0,0.40,0.00
2018-07-08,25.7,15.8,20.8,0.00,0.00
2018-07-09,26.2,15.5,21.1,0.00,0.00
2018-07-10,23.6,14.8,19.5,0.10,0.00
2018-07-11,21.8,13.8,17.6,0.10,0.00
2018-07-12,24.5,13.3,18.9,0.00,0.00
2018-07-13,26.2,16.2,21.1,0.00,0.00
2018-07-14,26.7,19.1,22.9,0.10,0.00
2018-07-15,25.7,16.8,21.4,3.50,0.00
2018-07-16,26.7,15.1,21.0,0.00,0.00
2018-07-17,24.1,18.0,21.6,5.90,0.00
