time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),canton
2020-10-19,10.1,2.1,5.7,0,0,Appenzell Ausserrhoden
2020-10-20,15.9,2.7,8.2,0,0,Appenzell Ausserrhoden
2020-10-21,17.9,8.9,12.5,0,0,Appenzell Ausserrhoden
2020-10-22,17.3,7.3,12.3,0,0,Appenzell Ausserrhoden
2020-10-23,13.6,10.4,11.7,10.9,0,Appenzell Ausserrhoden
2020-10-24,12.3,5.1,9.6,3.4,0,Appenzell Ausserrhoden
2020-10-25,14.9,4.7,10.1,0,0,Appenzell Ausserrhoden
2020-10-26,9.7,3.5,5.7,22.9,0.14,Appenzell Ausserrhoden
2020-10-27,8.3,0.3,4.8,0.7,0,Appenzell Ausserrhoden
2020-10-28,11.6,1.3,7.5,0.7,0,Appenzell Ausserrhoden
2020-10-29,9.8,7.6,8.4,12.3,0,Appenzell Ausserrhoden
2020-10-30,13.8,6,9.8,1,0,Appenzell Ausserrhoden
2020-10-31,15,6.7,10.4,0,0,Appenzell Ausserrhoden
2020-11-01,14.7,9.1,12.2,2.1,0,Appenzell Ausserrhoden
2020-11-02,19.8,12.7,15.5,0.8,0,Appenzell Ausserrhoden
2020-11-03,15.3,6.7,11.3,8.9,0,Appenzell Ausserrhoden
2020-11-04,6.7,4.6,5.6,9.9,0,Appenzell Ausserrhoden
2020-11-05,7.5,5,6,0.6,0,Appenzell Ausserrhoden
2020-11-06,9.9,1.9,5.1,0,0,Appenzell Ausserrhoden
2020-11-07,12.2,4.4,8.1,0,0,Appenzell Ausserrhoden
2020-11-08,14,4.9,8.6,0,0,Appenzell Ausserrhoden
2020-11-09,12.4,5.6,9.3,0,0,Appenzell Ausserrhoden
2020-11-10,9.7,5.8,7.9,0,0,Appenzell Ausserrhoden
2020-11-11,9,4.2,6.9,0,0,Appenzell Ausserrhoden
2020-11-12,12.9,3.8,7.7,0,0,Appenzell Ausserrhoden
2020-11-13,12.5,4.9,9.2,0,0,Appenzell Ausserrhoden
2020-11-14,12.9,6.4,9.2,0,0,Appenzell Ausserrhoden
2020-11-15,12.2,6,9.1,0,0,Appenzell Ausserrhoden
2020-11-16,9.1,5.7,7.4,3.9,0,Appenzell Ausserrhoden
2020-11-17,9.9,3.8,6.4,0,0,Appenzell Ausserrhoden
2020-11-18,11.9,3.5,7.7,0,0,Appenzell Ausserrhoden
2020-11-19,12.4,3,8.1,6.8,0,Appenzell Ausserrhoden
2020-11-20,3.1,-1.3,2,4,0.56,Appenzell Ausserrhoden
2020-11-21,4,-3.9,-0,0,0,Appenzell Ausserrhoden
2020-11-22,5.7,0.6,3.1,0,0,Appenzell Ausserrhoden
2020-11-23,6.9,0.2,2.4,0,0,Appenzell Ausserrhoden
2020-11-24,5.3,0,2.5,0,0,Appenzell Ausserrhoden
2020-11-25,5.7,0.1,3.6,0,0,Appenzell Ausserrhoden
2020-11-26,6.9,-0.1,3.6,0,0,Appenzell Ausserrhoden
2020-11-27,6.7,-0.4,3.2,0,0,Appenzell Ausserrhoden
2020-11-28,3.9,-1.2,0.7,0,0,Appenzell Ausserrhoden
2020-11-29,-0.3,-2.7,-1.6,0,0,Appenzell Ausserrhoden
2020-11-30,0.5,-3.1,-2,0,0,Appenzell Ausserrhoden
2020-12-01,2.1,-2.9,-0.2,0,4.34,Appenzell Ausserrhoden
2020-12-02,-0.1,-2.7,-1.3,0,1.68,Appenzell Ausserrhoden
2020-12-03,2.5,-3.5,-1,0,0.07,Appenzell Ausserrhoden
2020-12-04,8.1,-0.9,1.5,1.1,0,Appenzell Ausserrhoden
2020-12-05,2.2,-1,0.7,0.1,6.86,Appenzell Ausserrhoden
2020-12-06,1,-1.3,0.1,0.2,17.08,Appenzell Ausserrhoden
2020-12-07,1.2,-4.8,-0.7,0,4.76,Appenzell Ausserrhoden
2020-12-08,2.9,-5.3,-1.4,0,0.49,Appenzell Ausserrhoden
2020-12-09,-0,-1.3,-0.5,0,6.09,Appenzell Ausserrhoden
2020-12-10,0.7,-6.2,-1.8,0,0.07,Appenzell Ausserrhoden
2020-12-11,1.5,-7,-1.2,0,0,Appenzell Ausserrhoden
2020-12-12,3.5,-1.7,1.5,3,0.28,Appenzell Ausserrhoden
2020-12-13,3.8,-1.9,1.7,0.9,0,Appenzell Ausserrhoden
2020-12-14,7.5,-1.8,2.7,0,0,Appenzell Ausserrhoden
2020-12-15,8.2,0.6,4,0,0,Appenzell Ausserrhoden
2020-12-16,7.8,1.5,4.8,1,0,Appenzell Ausserrhoden
2020-12-17,8.3,1,3.9,0,0,Appenzell Ausserrhoden
2020-12-18,7.3,1.8,4.4,0.5,0,Appenzell Ausserrhoden
2020-12-19,8.6,0.2,2.8,0,0,Appenzell Ausserrhoden
2020-12-20,7.4,0.9,4.1,0.5,0,Appenzell Ausserrhoden
2020-12-21,6.2,0.6,4,2.2,0,Appenzell Ausserrhoden
2020-12-22,11.7,5.4,9.1,4.8,0,Appenzell Ausserrhoden
2020-12-23,14.3,7.1,9.8,0.2,0,Appenzell Ausserrhoden
2020-12-24,7.9,2.4,5.1,25.6,0.28,Appenzell Ausserrhoden
2020-12-25,2.3,-2.7,-0.6,1.4,8.26,Appenzell Ausserrhoden
2020-12-26,-1.4,-6.2,-3.8,0,0.35,Appenzell Ausserrhoden
2020-12-27,2.5,-7.8,-3,0,0,Appenzell Ausserrhoden
2020-12-28,2.7,-3.4,-0.4,0,1.33,Appenzell Ausserrhoden
2020-12-29,3.4,-5.9,-1.2,0,0.14,Appenzell Ausserrhoden
2020-12-30,2.1,-4.8,-0.8,0,0.7,Appenzell Ausserrhoden
2020-12-31,2.4,-4.3,-1.4,0,1.05,Appenzell Ausserrhoden
2021-01-01,1.4,-3,-0.4,0,0.14,Appenzell Ausserrhoden
2021-01-02,-0.4,-2.7,-1.5,0.1,0.63,Appenzell Ausserrhoden
2021-01-03,-1,-4.2,-2.7,0,0.28,Appenzell Ausserrhoden
2021-01-04,-0.7,-4.2,-2.8,0,0,Appenzell Ausserrhoden
2021-01-05,-2.1,-4.9,-3.7,0,0,Appenzell Ausserrhoden
2021-01-06,-1.2,-3.6,-2.8,0,2.38,Appenzell Ausserrhoden
2021-01-07,-0.7,-7.5,-3.5,0,0.28,Appenzell Ausserrhoden
2021-01-08,-1.2,-8.8,-4.9,0,0,Appenzell Ausserrhoden
2021-01-09,-2.5,-11,-6.3,0,0,Appenzell Ausserrhoden
2021-01-10,-3.3,-10.6,-6,0,0,Appenzell Ausserrhoden
2021-01-11,-3.5,-11.5,-7.4,0,0,Appenzell Ausserrhoden
2021-01-12,1.2,-8.8,-1.5,0,6.65,Appenzell Ausserrhoden
2021-01-13,2,-1,0.4,1.2,5.88,Appenzell Ausserrhoden
2021-01-14,2.1,-2.7,-0.3,4.7,30.31,Appenzell Ausserrhoden
2021-01-15,-1.3,-6,-3.7,0,11.9,Appenzell Ausserrhoden
2021-01-16,-3,-9.9,-7,0,0,Appenzell Ausserrhoden
2021-01-17,-0.1,-4.6,-1.5,0.1,7.98,Appenzell Ausserrhoden
2021-01-18,-0.3,-3.2,-1.4,0,1.33,Appenzell Ausserrhoden
2021-01-19,4.3,-6.1,-1.4,0,0,Appenzell Ausserrhoden
2021-01-20,5,-2.2,1.9,0,0,Appenzell Ausserrhoden
2021-01-21,8.8,1.6,4.8,0,0,Appenzell Ausserrhoden
2021-01-22,9.5,0.7,4.8,1.5,0.07,Appenzell Ausserrhoden
2021-01-23,2.9,-1.1,0.2,1.2,6.93,Appenzell Ausserrhoden
2021-01-24,0.2,-6.7,-2.4,0,3.36,Appenzell Ausserrhoden
2021-01-25,-1.3,-6,-3.3,0,4.9,Appenzell Ausserrhoden
2021-01-26,-1.4,-5.2,-3.4,0,0.84,Appenzell Ausserrhoden
2021-01-27,1.5,-9,-3,0.1,2.45,Appenzell Ausserrhoden
2021-01-28,6.9,1.5,4.5,18.8,0.14,Appenzell Ausserrhoden
2021-01-29,6.8,2.4,5.2,15.8,0.49,Appenzell Ausserrhoden
2021-01-30,5.8,2.7,3.7,9.3,0,Appenzell Ausserrhoden
2021-01-31,5.5,-0.6,3.5,3.4,0,Appenzell Ausserrhoden
2021-02-01,6.1,0.4,3.5,8.1,0.07,Appenzell Ausserrhoden
2021-02-02,9.8,4.6,6.9,6.3,0,Appenzell Ausserrhoden
2021-02-03,11.5,4.4,7.4,15.5,0.42,Appenzell Ausserrhoden
2021-02-04,9.6,4.6,6.7,0,0,Appenzell Ausserrhoden
2021-02-05,12.2,2.4,6.7,0.2,0,Appenzell Ausserrhoden
2021-02-06,10,2.3,5.9,0.1,0,Appenzell Ausserrhoden
2021-02-07,7,0.7,3.7,8,3.15,Appenzell Ausserrhoden
2021-02-08,4.4,-1.5,1,0,1.12,Appenzell Ausserrhoden
2021-02-09,0.7,-1.8,-0.7,0,3.78,Appenzell Ausserrhoden
2021-02-10,1.6,-6.9,-1.4,0,5.25,Appenzell Ausserrhoden
2021-02-11,-7.2,-15.2,-9.8,0,1.4,Appenzell Ausserrhoden
2021-02-12,-5.6,-15.9,-10,0,0,Appenzell Ausserrhoden
2021-02-13,-6.6,-17.2,-11,0,0,Appenzell Ausserrhoden
2021-02-14,-0,-17.3,-9.2,0,0,Appenzell Ausserrhoden
2021-02-15,4.3,-8.1,-0.2,0.2,0.21,Appenzell Ausserrhoden
2021-02-16,10.5,4,6.5,2,0,Appenzell Ausserrhoden
2021-02-17,8.7,0.9,5.6,7.5,0,Appenzell Ausserrhoden
2021-02-18,10.6,0.5,5.7,0,0,Appenzell Ausserrhoden
2021-02-19,11.4,3.2,7.1,0,0,Appenzell Ausserrhoden
2021-02-20,12.6,2.4,6.5,0,0,Appenzell Ausserrhoden
2021-02-21,13.9,2.2,6.7,0,0,Appenzell Ausserrhoden
2021-02-22,15.8,4.4,8.5,0,0,Appenzell Ausserrhoden
2021-02-23,14.1,4.8,10.6,0,0,Appenzell Ausserrhoden
2021-02-24,15.7,7.1,11.7,0,0,Appenzell Ausserrhoden
2021-02-25,15.5,5.9,11.7,0,0,Appenzell Ausserrhoden
2021-02-26,13.7,5.7,9.9,0.1,0,Appenzell Ausserrhoden
2021-02-27,5.4,-0.7,2.9,2.7,0,Appenzell Ausserrhoden
2021-02-28,6.9,-2.3,1.8,0,0,Appenzell Ausserrhoden
2021-03-01,8.1,-1,3,0,0,Appenzell Ausserrhoden
2021-03-02,11.7,1.2,6.7,0,0,Appenzell Ausserrhoden
2021-03-03,12.9,2.3,9.1,0,0,Appenzell Ausserrhoden
2021-03-04,11.1,3.9,7.3,2.1,0,Appenzell Ausserrhoden
2021-03-05,4.1,-0.8,2.2,11.2,0.49,Appenzell Ausserrhoden
2021-03-06,3.9,-4,-0,0,0,Appenzell Ausserrhoden
2021-03-07,6.8,-2.5,2.5,0.6,0,Appenzell Ausserrhoden
2021-03-08,5,-1,2.3,1.5,0,Appenzell Ausserrhoden
2021-03-09,4.4,-2.6,0.7,0,0.28,Appenzell Ausserrhoden
2021-03-10,7.3,-1.1,2.7,0,0.21,Appenzell Ausserrhoden
2021-03-11,13.5,1.9,8.1,12.9,0,Appenzell Ausserrhoden
2021-03-12,7.6,2.2,4.4,5,0.63,Appenzell Ausserrhoden
2021-03-13,11.3,2.7,6,4.1,0.42,Appenzell Ausserrhoden
2021-03-14,3.3,-0.8,0.9,1.3,5.88,Appenzell Ausserrhoden
2021-03-15,2.5,-1.1,0.6,0.8,5.95,Appenzell Ausserrhoden
2021-03-16,1.9,-1.6,-0.2,0,3.08,Appenzell Ausserrhoden
2021-03-17,1.3,-2.4,-0.2,0,10.36,Appenzell Ausserrhoden
2021-03-18,1.6,-6.6,-1.9,0,1.75,Appenzell Ausserrhoden
2021-03-19,2.7,-6.2,-1.1,0,1.12,Appenzell Ausserrhoden
2021-03-20,-1.5,-9,-3.6,0,1.26,Appenzell Ausserrhoden
2021-03-21,0.8,-8.6,-2.3,0,1.26,Appenzell Ausserrhoden
2021-03-22,1.2,-1.7,-0.1,0,2.17,Appenzell Ausserrhoden
2021-03-23,6.3,-2.6,1.6,0,0.07,Appenzell Ausserrhoden
2021-03-24,10.6,-2,4.3,0,0,Appenzell Ausserrhoden
2021-03-25,13.2,3,7.8,0,0,Appenzell Ausserrhoden
2021-03-26,13.8,3.6,8.2,0,0,Appenzell Ausserrhoden
2021-03-27,8.1,2.2,5.4,7.1,0,Appenzell Ausserrhoden
2021-03-28,12.4,-1.7,5.8,0,0,Appenzell Ausserrhoden
2021-03-29,16.2,4.5,10,0,0,Appenzell Ausserrhoden
2021-03-30,17.7,6.5,12.6,0,0,Appenzell Ausserrhoden
2021-03-31,19,8.9,13.9,0,0,Appenzell Ausserrhoden
2021-04-01,19.5,9.5,14.9,0,0,Appenzell Ausserrhoden
2021-04-02,14.6,5.5,10.9,0.4,0,Appenzell Ausserrhoden
2021-04-03,5,0.5,2.7,0,0,Appenzell Ausserrhoden
2021-04-04,8.4,-1.7,3.1,0,0,Appenzell Ausserrhoden
2021-04-05,11.7,-1.4,5.8,1.5,4.76,Appenzell Ausserrhoden
2021-04-06,0.9,-5.2,-2.3,0,7,Appenzell Ausserrhoden
2021-04-07,-0.8,-5,-3,0,3.36,Appenzell Ausserrhoden
2021-04-08,6.5,-2.9,1.6,0,0,Appenzell Ausserrhoden
2021-04-09,12.9,-2.4,6,0,0,Appenzell Ausserrhoden
2021-04-10,13.7,5,8.8,0.4,0,Appenzell Ausserrhoden
2021-04-11,16.3,5.2,10.2,0.6,0,Appenzell Ausserrhoden
2021-04-12,6.7,-4.3,1.5,4.2,8.68,Appenzell Ausserrhoden
2021-04-13,3.8,-3.1,0.5,0,1.19,Appenzell Ausserrhoden
2021-04-14,5,-3.6,0.8,0,0.42,Appenzell Ausserrhoden
2021-04-15,4.6,-2,1,0.2,0.7,Appenzell Ausserrhoden
2021-04-16,6,-3.3,1.1,0,0,Appenzell Ausserrhoden
2021-04-17,5.2,-2.6,1.7,0,0,Appenzell Ausserrhoden
2021-04-18,6.2,0.2,3.2,1.2,0,Appenzell Ausserrhoden
2021-04-19,9,-0.9,4.5,0.3,0,Appenzell Ausserrhoden
2021-04-20,11.4,0,6.4,0.9,0,Appenzell Ausserrhoden
2021-04-21,13.4,0.8,7.8,0.4,0,Appenzell Ausserrhoden
2021-04-22,12.4,5,8.4,2.9,0,Appenzell Ausserrhoden
2021-04-23,13.1,2.2,7.8,0,0,Appenzell Ausserrhoden
2021-04-24,16.3,1.8,9.4,0,0,Appenzell Ausserrhoden
2021-04-25,14.4,6.3,10.1,0,0,Appenzell Ausserrhoden
2021-04-26,13.4,4.2,8.1,0,0,Appenzell Ausserrhoden
2021-04-27,14.5,3.5,9.2,0,0,Appenzell Ausserrhoden
2021-04-28,16.5,5.3,10.6,2.3,0,Appenzell Ausserrhoden
2021-04-29,11,7.6,8.8,10,0,Appenzell Ausserrhoden
2021-04-30,14.8,5.9,8.7,4.7,0,Appenzell Ausserrhoden
2021-05-01,8.4,3.8,6.1,16.5,0,Appenzell Ausserrhoden
2021-05-02,8.2,1.8,3.9,11,3.99,Appenzell Ausserrhoden
2021-05-03,11.6,1.4,6.1,0.2,0,Appenzell Ausserrhoden
2021-05-04,14.6,3.7,9.9,2.5,0,Appenzell Ausserrhoden
2021-05-05,8.4,3,6.1,13.2,0,Appenzell Ausserrhoden
2021-05-06,9.1,2.6,6.3,10,0,Appenzell Ausserrhoden
2021-05-07,8.3,1.8,6.2,5.2,0,Appenzell Ausserrhoden
2021-05-08,16.1,1.5,9.2,0,0,Appenzell Ausserrhoden
2021-05-09,24.6,7.1,15.7,0,0,Appenzell Ausserrhoden
2021-05-10,21.4,11.7,16.4,1.3,0,Appenzell Ausserrhoden
2021-05-11,13.8,7.6,10.4,8.5,0,Appenzell Ausserrhoden
2021-05-12,10.6,5.8,7.5,6.5,0,Appenzell Ausserrhoden
2021-05-13,11,5.2,7.7,4.6,0,Appenzell Ausserrhoden
2021-05-14,14.3,4.1,8.8,1.5,0,Appenzell Ausserrhoden
2021-05-15,13.3,4.2,8.3,6.8,0,Appenzell Ausserrhoden
2021-05-16,11.5,4.4,8.1,11.6,0,Appenzell Ausserrhoden
2021-05-17,11.8,5.6,8.2,9.6,0,Appenzell Ausserrhoden
2021-05-18,11.3,5.9,7.7,13.2,0,Appenzell Ausserrhoden
2021-05-19,10.2,4.9,7,8.1,0,Appenzell Ausserrhoden
2021-05-20,12.5,4.7,7.9,2.9,0,Appenzell Ausserrhoden
2021-05-21,12.6,4.3,9.2,7.8,0,Appenzell Ausserrhoden
2021-05-22,13.5,4.3,8.9,6.5,0,Appenzell Ausserrhoden
2021-05-23,13.7,5.2,8.9,5.4,0,Appenzell Ausserrhoden
2021-05-24,14.1,5.8,9.9,3.9,0,Appenzell Ausserrhoden
2021-05-25,11.5,5.1,8.3,4.8,0,Appenzell Ausserrhoden
2021-05-26,12.8,6.8,9.7,2.9,0,Appenzell Ausserrhoden
2021-05-27,10.7,5.9,8.2,13.3,0,Appenzell Ausserrhoden
2021-05-28,15.6,3.9,10.8,0,0,Appenzell Ausserrhoden
2021-05-29,15.2,7.6,11.2,0.2,0,Appenzell Ausserrhoden
2021-05-30,15,6.5,10.9,0,0,Appenzell Ausserrhoden
2021-05-31,17.3,5.8,11.5,0,0,Appenzell Ausserrhoden
2021-06-01,19.2,8,13.9,0,0,Appenzell Ausserrhoden
2021-06-02,21.4,9.3,15.9,3.9,0,Appenzell Ausserrhoden
2021-06-03,20.9,12.4,16.8,0.3,0,Appenzell Ausserrhoden
2021-06-04,21.7,12.4,17.4,2.2,0,Appenzell Ausserrhoden
2021-06-05,16.1,11.3,13.7,14,0,Appenzell Ausserrhoden
2021-06-06,15.1,11,12.8,16.4,0,Appenzell Ausserrhoden
2021-06-07,17.4,12.1,14.1,30.7,0,Appenzell Ausserrhoden
2021-06-08,18.9,12.4,14.7,19.9,0,Appenzell Ausserrhoden
2021-06-09,19.7,12.5,15.2,11.5,0,Appenzell Ausserrhoden
2021-06-10,21.2,12,16.2,1.3,0,Appenzell Ausserrhoden
2021-06-11,21.4,12.8,17.6,0,0,Appenzell Ausserrhoden
2021-06-12,22.7,13.4,18.6,1.5,0,Appenzell Ausserrhoden
2021-06-13,20.5,14.4,16.6,2.7,0,Appenzell Ausserrhoden
2021-06-14,22.7,11.6,17.4,0,0,Appenzell Ausserrhoden
2021-06-15,24.5,14,19.5,0,0,Appenzell Ausserrhoden
2021-06-16,26,12.9,20.7,0,0,Appenzell Ausserrhoden
2021-06-17,27.2,15.2,22.2,0.1,0,Appenzell Ausserrhoden
2021-06-18,27.4,18,22.5,5.8,0,Appenzell Ausserrhoden
2021-06-19,27.4,18.2,22.7,5,0,Appenzell Ausserrhoden
2021-06-20,24.3,17.8,21,2.5,0,Appenzell Ausserrhoden
2021-06-21,22,14.8,18.1,11.7,0,Appenzell Ausserrhoden
2021-06-22,19.8,13.4,16,15.3,0,Appenzell Ausserrhoden
2021-06-23,20.4,13.3,16.2,31.8,0,Appenzell Ausserrhoden
2021-06-24,18.9,12,15.2,4.8,0,Appenzell Ausserrhoden
2021-06-25,17.3,11.9,14.4,1.7,0,Appenzell Ausserrhoden
2021-06-26,20.1,11.9,16.2,0,0,Appenzell Ausserrhoden
2021-06-27,24.4,11.9,19.3,0.7,0,Appenzell Ausserrhoden
2021-06-28,25,14.4,19.4,6.2,0,Appenzell Ausserrhoden
2021-06-29,22.2,12.9,16.1,18.5,0,Appenzell Ausserrhoden
2021-06-30,16.7,10,13,14.2,0,Appenzell Ausserrhoden
2021-07-01,16.3,10.3,12.8,11.3,0,Appenzell Ausserrhoden
2021-07-02,19.7,11.9,15.4,1,0,Appenzell Ausserrhoden
2021-07-03,21.6,11,16.5,5.4,0,Appenzell Ausserrhoden
2021-07-04,19.3,13.2,15.5,9,0,Appenzell Ausserrhoden
2021-07-05,20,12,15.8,0,0,Appenzell Ausserrhoden
2021-07-06,24.4,13.1,17.8,16.6,0,Appenzell Ausserrhoden
2021-07-07,16.9,14,14.9,18.8,0,Appenzell Ausserrhoden
2021-07-08,16.3,12.7,14.8,26.4,0,Appenzell Ausserrhoden
2021-07-09,18.6,11.2,14.6,10.3,0,Appenzell Ausserrhoden
2021-07-10,21.2,11.4,16.7,0.1,0,Appenzell Ausserrhoden
2021-07-11,19.3,11,15.4,6.5,0,Appenzell Ausserrhoden
2021-07-12,23.3,11.5,17.8,7.3,0,Appenzell Ausserrhoden
2021-07-13,15.9,11.5,13.8,21.5,0,Appenzell Ausserrhoden
2021-07-14,17.4,10.7,13.4,2,0,Appenzell Ausserrhoden
2021-07-15,14.9,11.7,13.1,30.4,0,Appenzell Ausserrhoden
2021-07-16,17.6,12.1,14.5,4.4,0,Appenzell Ausserrhoden
2021-07-17,17.9,12.6,15.4,21.2,0,Appenzell Ausserrhoden
2021-07-18,20,15.4,17.3,7.5,0,Appenzell Ausserrhoden
2021-07-19,23,13.6,18.5,0.7,0,Appenzell Ausserrhoden
2021-07-20,22,14.6,18.2,1.8,0,Appenzell Ausserrhoden
2021-07-21,22.9,13.2,18.5,0,0,Appenzell Ausserrhoden
2021-07-22,23.6,15.2,19.4,0,0,Appenzell Ausserrhoden
2021-07-23,24.5,13.6,19.3,0.3,0,Appenzell Ausserrhoden
2021-07-24,22.9,16.1,19.2,12.6,0,Appenzell Ausserrhoden
2021-07-25,18,14.3,16.7,18.1,0,Appenzell Ausserrhoden
2021-07-26,20.7,13.4,16.7,8.8,0,Appenzell Ausserrhoden
2021-07-27,21,13,17.4,4.3,0,Appenzell Ausserrhoden
2021-07-28,19.1,14,16.2,25.3,0,Appenzell Ausserrhoden
2021-07-29,22,14.1,17.8,0.3,0,Appenzell Ausserrhoden
2021-07-30,24.5,14.9,19,0.4,0,Appenzell Ausserrhoden
2021-07-31,19.3,13.7,16.2,6,0,Appenzell Ausserrhoden
2021-08-01,14.2,11.7,12.6,23.5,0,Appenzell Ausserrhoden
2021-08-02,18.2,10,13.9,1.8,0,Appenzell Ausserrhoden
2021-08-03,18.4,10.4,13.8,5.8,0,Appenzell Ausserrhoden
2021-08-04,14.8,10.9,12.7,7.9,0,Appenzell Ausserrhoden
2021-08-05,18.5,11.8,14,6.7,0,Appenzell Ausserrhoden
2021-08-06,19.4,12,15.8,1.5,0,Appenzell Ausserrhoden
2021-08-07,19.5,12.3,14.7,15.5,0,Appenzell Ausserrhoden
2021-08-08,15.6,11.4,13.7,0.7,0,Appenzell Ausserrhoden
2021-08-09,19.7,12,15.7,0,0,Appenzell Ausserrhoden
2021-08-10,22.8,12.9,18.1,0,0,Appenzell Ausserrhoden
2021-08-11,24.6,14.6,19.6,0.6,0,Appenzell Ausserrhoden
2021-08-12,26.8,16.6,21.4,0,0,Appenzell Ausserrhoden
2021-08-13,26.5,18.9,22.7,0.1,0,Appenzell Ausserrhoden
2021-08-14,27,16.4,22.1,0,0,Appenzell Ausserrhoden
2021-08-15,26.6,19,22.5,1.5,0,Appenzell Ausserrhoden
2021-08-16,19.9,12.4,16.5,23,0,Appenzell Ausserrhoden
2021-08-17,16.9,10.5,13.4,3.9,0,Appenzell Ausserrhoden
2021-08-18,18.3,11.7,14.4,0,0,Appenzell Ausserrhoden
2021-08-19,18.9,11.4,15,0.1,0,Appenzell Ausserrhoden
2021-08-20,21.2,13,16.8,0.7,0,Appenzell Ausserrhoden
2021-08-21,24.4,13.5,19.1,0.1,0,Appenzell Ausserrhoden
2021-08-22,19.7,13.9,16.8,12.7,0,Appenzell Ausserrhoden
2021-08-23,18.3,12,14.7,1.9,0,Appenzell Ausserrhoden
2021-08-24,16,11.7,13.3,2.7,0,Appenzell Ausserrhoden
2021-08-25,17,9.7,13.6,0,0,Appenzell Ausserrhoden
2021-08-26,18.2,10,13.7,7.8,0,Appenzell Ausserrhoden
2021-08-27,15,9.7,11.8,1.2,0,Appenzell Ausserrhoden
2021-08-28,14.5,8.5,10.3,15.8,0,Appenzell Ausserrhoden
2021-08-29,12.7,8.7,10.6,18.5,0,Appenzell Ausserrhoden
2021-08-30,13.7,10.6,11.8,9.6,0,Appenzell Ausserrhoden
2021-08-31,15.1,10.5,12.2,12.1,0,Appenzell Ausserrhoden
2021-09-01,17.8,7.1,12.7,0,0,Appenzell Ausserrhoden
2021-09-02,19.1,9.5,14.4,0,0,Appenzell Ausserrhoden
2021-09-03,20.9,10.3,15.4,0.1,0,Appenzell Ausserrhoden
2021-09-04,20.6,13.5,16.8,0,0,Appenzell Ausserrhoden
2021-09-05,20.8,13.1,17.1,0,0,Appenzell Ausserrhoden
2021-09-06,20.7,12.2,16.8,0,0,Appenzell Ausserrhoden
2021-09-07,20.3,12.3,16.4,0,0,Appenzell Ausserrhoden
2021-09-08,21.9,12.5,17.2,0,0,Appenzell Ausserrhoden
2021-09-09,21.1,14.4,17.2,1.8,0,Appenzell Ausserrhoden
2021-09-10,19.9,13.8,16.6,1.1,0,Appenzell Ausserrhoden
2021-09-11,19.4,13,15.6,5.6,0,Appenzell Ausserrhoden
2021-09-12,18.7,11.8,15.4,0.1,0,Appenzell Ausserrhoden
2021-09-13,21.1,12.2,16.7,0.2,0,Appenzell Ausserrhoden
2021-09-14,23.3,13.4,18.9,0,0,Appenzell Ausserrhoden
2021-09-15,19.4,14.1,17,5.8,0,Appenzell Ausserrhoden
2021-09-16,18.5,13.4,15.6,2.2,0,Appenzell Ausserrhoden
2021-09-17,16.2,11.6,13.5,0.8,0,Appenzell Ausserrhoden
2021-09-18,17,10.3,13.4,0,0,Appenzell Ausserrhoden
2021-09-19,13.6,8.8,10.7,11.9,0,Appenzell Ausserrhoden
2021-09-20,12.9,8.9,10.6,2.5,0,Appenzell Ausserrhoden
2021-09-21,14.6,7,10.9,0.1,0,Appenzell Ausserrhoden
2021-09-22,14.2,6.7,10.6,0,0,Appenzell Ausserrhoden
2021-09-23,18.7,7.1,12.4,0,0,Appenzell Ausserrhoden
2021-09-24,19.5,10.9,15,0,0,Appenzell Ausserrhoden
2021-09-25,20.8,12.5,17.3,0,0,Appenzell Ausserrhoden
2021-09-26,20.3,12.8,15.8,6.1,0,Appenzell Ausserrhoden
2021-09-27,18.8,10.7,14.5,0.5,0,Appenzell Ausserrhoden
2021-09-28,14.7,10.6,12.9,1,0,Appenzell Ausserrhoden
2021-09-29,15.9,9.4,12.3,7.9,0,Appenzell Ausserrhoden
2021-09-30,13,6.7,9.5,0.3,0,Appenzell Ausserrhoden
2021-10-01,17.4,5.3,11.9,0,0,Appenzell Ausserrhoden
2021-10-02,19.2,9.7,14.6,0.2,0,Appenzell Ausserrhoden
2021-10-03,22,12.5,16.8,0,0,Appenzell Ausserrhoden
2021-10-04,12.2,8.3,10,1.5,0,Appenzell Ausserrhoden
2021-10-05,13.3,9.4,10.7,8.4,0,Appenzell Ausserrhoden
2021-10-06,9.6,6.4,7.8,3.4,0,Appenzell Ausserrhoden
2021-10-07,9.5,5.7,7.4,0.7,0,Appenzell Ausserrhoden
2021-10-08,13.8,4.5,8.1,0,0,Appenzell Ausserrhoden
2021-10-09,11.7,3.8,7.2,0,0,Appenzell Ausserrhoden
2021-10-10,9.3,1.8,5.6,0,0,Appenzell Ausserrhoden
2021-10-11,10.3,1.5,5.7,0,0,Appenzell Ausserrhoden
2021-10-12,7.7,5.3,6.4,4.7,0,Appenzell Ausserrhoden
2021-10-13,7.3,3.1,5.3,5.9,0,Appenzell Ausserrhoden
2021-10-14,9.5,0.6,5.1,0,0,Appenzell Ausserrhoden
2021-10-15,13.5,2.9,8.3,0,0,Appenzell Ausserrhoden
2021-10-16,11.4,4.8,8,0,0,Appenzell Ausserrhoden
2021-10-17,13,3.8,8.1,0,0,Appenzell Ausserrhoden
