time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),canton
2019-04-24,23.3,6.7,13.5,4.9,0,Aargau
2019-04-25,21,5.2,12.1,0,0,Aargau
2019-04-26,11.1,5.6,7.9,13.1,0,Aargau
2019-04-27,11.6,6.1,8.4,4.9,0,Aargau
2019-04-28,9.4,3.7,6.3,4,0,Aargau
2019-04-29,10.8,2.7,6.9,1.2,0,Aargau
2019-04-30,12.3,4.5,9.1,0,0,Aargau
2019-05-01,16.9,2.8,10.7,0,0,Aargau
2019-05-02,17.4,4.4,10.3,5.8,0,Aargau
2019-05-03,11.6,6.7,9.1,3.3,0,Aargau
2019-05-04,11.5,1.8,6.7,12.2,1.47,Aargau
2019-05-05,8.8,1.1,4.4,2.5,0.91,Aargau
2019-05-06,9.7,-1.2,5.3,0.3,0,Aargau
2019-05-07,14,0.7,7.9,0,0,Aargau
2019-05-08,11.7,6.2,9.1,17.4,0,Aargau
2019-05-09,14.6,5.6,10,1.6,0,Aargau
2019-05-10,15.4,8,11.1,5.3,0,Aargau
2019-05-11,15.1,7.5,11.2,11.3,0,Aargau
2019-05-12,12.8,4.6,9,1.1,0,Aargau
2019-05-13,13.1,5.1,9.2,0,0,Aargau
2019-05-14,13.4,4.9,9,0,0,Aargau
2019-05-15,11.5,3.5,7.8,0,0,Aargau
2019-05-16,12.7,3.7,8.4,0,0,Aargau
2019-05-17,18.6,4.4,10.9,1.3,0,Aargau
2019-05-18,17.7,9.2,12.8,0.7,0,Aargau
2019-05-19,16.8,9.8,12.9,18.8,0,Aargau
2019-05-20,14.3,11.3,12.4,21.8,0,Aargau
2019-05-21,13.8,10.4,12.1,2.9,0,Aargau
2019-05-22,17.8,9.1,13.4,0.2,0,Aargau
2019-05-23,20,8.2,14.2,0,0,Aargau
2019-05-24,21.2,7.6,14.8,0,0,Aargau
2019-05-25,18.6,11.9,14.8,4.9,0,Aargau
2019-05-26,20.9,9.8,15.1,0.9,0,Aargau
2019-05-27,19.4,11.1,15.4,0.7,0,Aargau
2019-05-28,13.6,9.4,12.4,9.5,0,Aargau
2019-05-29,15.9,8,11.5,1.3,0,Aargau
2019-05-30,19.2,5.7,13.1,0,0,Aargau
2019-05-31,22.2,9.7,16.7,0,0,Aargau
2019-06-01,24.8,9.9,17.8,0,0,Aargau
2019-06-02,27.3,10.8,19.4,0,0,Aargau
2019-06-03,28.8,14.6,20.5,0.1,0,Aargau
2019-06-04,28.8,13.7,21.5,0,0,Aargau
2019-06-05,28.7,16,21.8,1.1,0,Aargau
2019-06-06,17.2,9.9,12.5,8.8,0,Aargau
2019-06-07,24.5,9.5,15.5,3.2,0,Aargau
2019-06-08,21,11.7,15.6,2.3,0,Aargau
2019-06-09,19.7,9.3,14.2,9.3,0,Aargau
2019-06-10,19.2,11.8,15.1,26.8,0,Aargau
2019-06-11,17.8,11.1,14.4,10.7,0,Aargau
2019-06-12,19.1,12.3,15,9.3,0,Aargau
2019-06-13,22.8,11.8,16.8,0.5,0,Aargau
2019-06-14,25.3,11.5,18.5,0,0,Aargau
2019-06-15,21.2,15.3,18.3,3.9,0,Aargau
2019-06-16,20.2,12.9,16.7,12,0,Aargau
2019-06-17,23.5,12.5,18.2,0,0,Aargau
2019-06-18,27.1,13.2,20.4,0.1,0,Aargau
2019-06-19,28.2,15.1,21.8,0.3,0,Aargau
2019-06-20,21.9,16.5,19,3.2,0,Aargau
2019-06-21,22.6,14.4,18.2,2.9,0,Aargau
2019-06-22,20.4,15.8,17.8,6.7,0,Aargau
2019-06-23,24.7,14.8,19.6,0,0,Aargau
2019-06-24,28.9,15.1,21.9,0,0,Aargau
2019-06-25,32.1,17.1,24.3,0,0,Aargau
2019-06-26,34.1,17.7,26.6,0,0,Aargau
2019-06-27,33.8,18.4,27.2,0,0,Aargau
2019-06-28,30,19.5,24.5,0,0,Aargau
2019-06-29,31.1,16.6,23.8,0,0,Aargau
2019-06-30,34.4,17.5,26.6,0,0,Aargau
2019-07-01,33.2,20.2,26.2,4.4,0,Aargau
2019-07-02,26.9,18.6,22.4,2,0,Aargau
2019-07-03,26,17.1,21.3,0,0,Aargau
2019-07-04,27.1,16.1,21.7,0,0,Aargau
2019-07-05,29.2,14.5,23.1,0,0,Aargau
2019-07-06,30.7,15.2,22.2,1.7,0,Aargau
2019-07-07,27.1,18,21.3,14.1,0,Aargau
2019-07-08,23.1,15.2,18.4,1.8,0,Aargau
2019-07-09,22.4,12.8,17.7,0,0,Aargau
2019-07-10,22,11.5,17.1,0,0,Aargau
2019-07-11,21.1,11.7,16.7,2,0,Aargau
2019-07-12,22.6,13.3,18.1,3.5,0,Aargau
2019-07-13,21.5,14.3,17.6,1.8,0,Aargau
2019-07-14,22.9,14.5,18,3.5,0,Aargau
2019-07-15,21.9,12.8,17.3,3.3,0,Aargau
2019-07-16,25.3,12.8,18.9,0,0,Aargau
2019-07-17,26,12,20.3,0,0,Aargau
2019-07-18,25.6,14.9,21.1,0,0,Aargau
2019-07-19,26.6,17.1,22.1,0.1,0,Aargau
2019-07-20,30.1,15.4,23.2,0,0,Aargau
2019-07-21,26.1,18.6,22.3,15.8,0,Aargau
2019-07-22,29.6,18.1,23.7,0,0,Aargau
2019-07-23,32.2,17.5,24.7,0,0,Aargau
2019-07-24,34.3,18.7,26.2,0,0,Aargau
2019-07-25,35.5,19.6,28,0,0,Aargau
2019-07-26,32.4,22.5,27.5,0,0,Aargau
2019-07-27,27.3,19,22.1,5.2,0,Aargau
2019-07-28,19.1,16.4,17.6,20.9,0,Aargau
2019-07-29,24.1,14.5,19.1,0.2,0,Aargau
2019-07-30,27.3,15.8,21.3,0.1,0,Aargau
2019-07-31,23.1,16.9,19.5,4.2,0,Aargau
2019-08-01,25.8,15.2,20.5,0,0,Aargau
2019-08-02,24,16.2,19.7,0.6,0,Aargau
2019-08-03,24.7,15.9,20.2,0,0,Aargau
2019-08-04,27.2,14.3,20.9,0,0,Aargau
2019-08-05,29.4,17.7,23.5,0,0,Aargau
2019-08-06,27,17.9,21.5,8.2,0,Aargau
2019-08-07,21.1,17.1,19,15.4,0,Aargau
2019-08-08,25.8,14.7,20,0.6,0,Aargau
2019-08-09,31.2,15.6,23.5,0,0,Aargau
2019-08-10,23.7,18.3,21,7.4,0,Aargau
2019-08-11,27.2,15.3,20.1,7.6,0,Aargau
2019-08-12,19.1,14.1,16.2,9.1,0,Aargau
2019-08-13,18.9,12.2,15.8,0.2,0,Aargau
2019-08-14,21.6,10.8,16.8,0,0,Aargau
2019-08-15,22,11.1,16.4,1.4,0,Aargau
2019-08-16,23.1,13.7,17.9,0,0,Aargau
2019-08-17,24.6,13.5,19.3,0,0,Aargau
2019-08-18,31.4,15.4,22.8,0.8,0,Aargau
2019-08-19,22,17.4,19.3,19.2,0,Aargau
2019-08-20,17.1,14.3,15.9,29.3,0,Aargau
2019-08-21,19.7,11.2,15.6,0,0,Aargau
2019-08-22,21.8,11.6,16.5,0,0,Aargau
2019-08-23,22.8,11.6,17,0,0,Aargau
2019-08-24,24.5,12.3,19.1,0,0,Aargau
2019-08-25,27.3,12.9,20.2,0,0,Aargau
2019-08-26,27.7,14.9,21.2,0,0,Aargau
2019-08-27,28.6,14.1,21.3,0,0,Aargau
2019-08-28,28.6,19.1,23,0,0,Aargau
2019-08-29,26.5,19,22.3,0.3,0,Aargau
2019-08-30,27.7,15.8,21.6,0,0,Aargau
2019-08-31,28.3,15.5,22.1,0,0,Aargau
2019-09-01,24,17.5,20.6,7.1,0,Aargau
2019-09-02,17.6,14.8,16.1,7.8,0,Aargau
2019-09-03,21.6,8.6,15.4,0,0,Aargau
2019-09-04,24.7,8.7,16.9,0,0,Aargau
2019-09-05,15.6,12.2,14.2,1.3,0,Aargau
2019-09-06,15.9,10.9,13.3,3.6,0,Aargau
2019-09-07,18.8,12,14.6,0.6,0,Aargau
2019-09-08,12.8,10.6,11.5,8.1,0,Aargau
2019-09-09,17,9.4,12.5,0.7,0,Aargau
2019-09-10,20.3,7.3,13.7,0,0,Aargau
2019-09-11,20.3,7.8,14.5,0,0,Aargau
2019-09-12,23.2,9.5,16.6,0,0,Aargau
2019-09-13,24.6,9.8,17.6,0,0,Aargau
2019-09-14,24.6,13.5,18.4,0,0,Aargau
2019-09-15,26.8,12.2,19.1,0,0,Aargau
2019-09-16,27.4,13.1,19.9,0,0,Aargau
2019-09-17,23.3,12.9,18.1,0,0,Aargau
2019-09-18,18.6,11.9,14.9,0,0,Aargau
2019-09-19,17.5,8.8,12.7,0,0,Aargau
2019-09-20,18.5,6.8,12.3,0,0,Aargau
2019-09-21,22.2,5.6,13.5,0,0,Aargau
2019-09-22,24.5,10.8,17.1,0,0,Aargau
2019-09-23,17.9,13.2,15.1,9.1,0,Aargau
2019-09-24,16.7,9.3,13,2.3,0,Aargau
2019-09-25,17.5,12.4,14.5,4.7,0,Aargau
2019-09-26,18.3,12.8,15.2,2.8,0,Aargau
2019-09-27,22,14.5,16.9,2,0,Aargau
2019-09-28,18.9,11.3,15,8.9,0,Aargau
2019-09-29,22.4,10.1,16.1,0.3,0,Aargau
2019-09-30,19.4,10.3,15.3,2.1,0,Aargau
2019-10-01,21.4,9.4,15.1,5.9,0,Aargau
2019-10-02,16.7,9,13.1,10.9,0,Aargau
2019-10-03,12.9,3.4,8.8,0,0,Aargau
2019-10-04,13,5,9.5,4.2,0,Aargau
2019-10-05,13.7,9.8,11.6,3,0,Aargau
2019-10-06,14,8.9,11.3,10,0,Aargau
2019-10-07,13.9,7.4,10.4,1.4,0,Aargau
2019-10-08,16.8,6.7,12.6,0.1,0,Aargau
2019-10-09,16.6,10.4,12.4,24.7,0,Aargau
2019-10-10,14.1,8.3,11.3,0.9,0,Aargau
2019-10-11,18,6.3,11.4,0,0,Aargau
2019-10-12,20.4,9.9,15,0,0,Aargau
2019-10-13,22.8,11.7,16.4,0,0,Aargau
2019-10-14,22.2,9.9,15,0,0,Aargau
2019-10-15,18.4,8.1,12.1,19,0,Aargau
2019-10-16,16.3,7.8,11.2,0.1,0,Aargau
2019-10-17,16.9,7.4,12,1.1,0,Aargau
2019-10-18,16.7,11.1,13,2.6,0,Aargau
2019-10-19,14.7,9.5,11.9,13.5,0,Aargau
2019-10-20,17.2,9.3,12.5,0,0,Aargau
2019-10-21,15.9,10.8,13.2,14.1,0,Aargau
2019-10-22,15.2,9.6,12.3,0.2,0,Aargau
2019-10-23,16.8,10.5,12.5,0,0,Aargau
2019-10-24,18.2,8.7,13.4,0.3,0,Aargau
2019-10-25,17.2,9.3,13.1,0,0,Aargau
2019-10-26,18.8,6.6,11.6,0,0,Aargau
2019-10-27,19.2,9.6,13.9,1,0,Aargau
2019-10-28,13.3,8.8,11.3,8.3,0,Aargau
2019-10-29,9.5,7.7,8.3,6.4,0,Aargau
2019-10-30,8.4,7,7.6,5.5,0,Aargau
2019-10-31,8.5,5.8,6.9,0.7,0,Aargau
2019-11-01,13.1,6.4,9.5,1.8,0,Aargau
2019-11-02,15.7,11.7,12.9,6.5,0,Aargau
2019-11-03,12.1,9.7,10.7,16.7,0,Aargau
2019-11-04,13.1,9,10.5,4.1,0,Aargau
2019-11-05,11.9,5.9,8.8,2.2,0,Aargau
2019-11-06,9,5.4,7.2,3.8,0,Aargau
2019-11-07,8.2,1.4,5.7,2.1,0,Aargau
2019-11-08,6.1,2.9,4.2,11.9,0.07,Aargau
2019-11-09,7.8,-0.3,4,0.1,0,Aargau
2019-11-10,5.9,-0.9,2,0,0,Aargau
2019-11-11,5,-2.1,1.7,0.5,0,Aargau
2019-11-12,7.8,2,4.4,2.2,0,Aargau
2019-11-13,7.3,0,3.3,0.5,0,Aargau
2019-11-14,6.7,-2.2,2.3,0,0,Aargau
2019-11-15,6.6,1,3.4,0.9,0.07,Aargau
2019-11-16,7.9,0.4,3,0,0,Aargau
2019-11-17,3.6,0.5,2.3,7.6,0.63,Aargau
2019-11-18,7,-0.1,3.2,2,0,Aargau
2019-11-19,6.5,-0.3,2.6,0,0,Aargau
2019-11-20,5.8,1.8,3.4,0,0,Aargau
2019-11-21,6.7,0.2,2.8,0.6,0,Aargau
2019-11-22,4.7,0.5,2.5,0,0,Aargau
2019-11-23,12.1,2,6.8,0,0,Aargau
2019-11-24,10.5,2.4,5.6,0,0,Aargau
2019-11-25,9.3,4.5,6.6,0.9,0,Aargau
2019-11-26,10.6,3.4,6.9,0.1,0,Aargau
2019-11-27,10.9,3.1,7.8,6.3,0,Aargau
2019-11-28,9.8,6.9,8.3,8,0,Aargau
2019-11-29,8,5.2,6.7,11.9,0,Aargau
2019-11-30,5.9,0.3,3.6,0.7,0,Aargau
2019-12-01,3.5,-0.5,1.4,1.5,0.91,Aargau
2019-12-02,3.6,-1.5,1.9,1.8,0,Aargau
2019-12-03,4,-2.9,-0.5,0,0,Aargau
2019-12-04,1.8,-4.5,-2,0,0,Aargau
2019-12-05,4.7,-3.9,-0.5,0,0,Aargau
2019-12-06,7.3,-3.1,2.3,0,0,Aargau
2019-12-07,8.4,3.6,5.6,1.8,0,Aargau
2019-12-08,9.5,3.6,6.8,0.3,0,Aargau
2019-12-09,9.3,3.7,6,9.8,0.14,Aargau
2019-12-10,5.1,-3,1.7,2.4,0,Aargau
2019-12-11,3.4,-3.8,0.3,1.3,0.98,Aargau
2019-12-12,4.3,-3,1.5,2.4,0.14,Aargau
2019-12-13,4.5,-1.4,2.1,3.8,3.71,Aargau
2019-12-14,9.5,2.6,6.6,3.8,0,Aargau
2019-12-15,13.5,5.8,9.7,0.2,0,Aargau
2019-12-16,9.3,2,4.5,0,0,Aargau
2019-12-17,10,1.9,4.8,0,0,Aargau
2019-12-18,10.9,2.9,6.2,0.2,0,Aargau
2019-12-19,7.2,0.6,3.4,0,0,Aargau
2019-12-20,8.7,0.9,4.7,6.3,0,Aargau
2019-12-21,8.3,1.3,4.4,1.7,0,Aargau
2019-12-22,7.6,3.1,5.3,9.3,0,Aargau
2019-12-23,6.5,3.7,4.8,7.2,0.28,Aargau
2019-12-24,7.7,3.7,5.6,7.7,0,Aargau
2019-12-25,7.2,2.8,5.8,3.6,0,Aargau
2019-12-26,5.5,-0.5,1.9,0.3,0,Aargau
2019-12-27,7.3,3.8,5.7,10.4,0,Aargau
2019-12-28,5.6,-1.4,3.2,0.1,0,Aargau
2019-12-29,1.6,-4,-1.7,0,0,Aargau
2019-12-30,3.5,-4.3,-1.4,0,0,Aargau
2019-12-31,5.9,-3.3,0.4,0,0,Aargau
2020-01-01,0.8,-4.6,-2.4,0,0,Aargau
2020-01-02,3.9,-3.5,-1.1,0,0,Aargau
2020-01-03,6.4,-2.2,2.3,0.7,0,Aargau
2020-01-04,5.4,-0.3,3.9,0.7,0,Aargau
2020-01-05,5.2,-1.7,0.8,0,0,Aargau
2020-01-06,4.4,-3.5,-1,0,0,Aargau
2020-01-07,4.5,-1,1.4,0.1,0,Aargau
2020-01-08,6.2,-0.8,2.3,0,0,Aargau
2020-01-09,9.8,2.7,5.4,0,0,Aargau
2020-01-10,9.7,5,6.4,1.9,0,Aargau
2020-01-11,7.2,1.5,4,0,0,Aargau
2020-01-12,5.2,-2.1,0.6,0,0,Aargau
2020-01-13,5.8,-2.8,1,0,0,Aargau
2020-01-14,8.4,-2.9,2.4,0,0,Aargau
2020-01-15,10.1,-2,3.6,0,0,Aargau
2020-01-16,9.9,-0.5,5.3,0,0,Aargau
2020-01-17,8,-1.2,2.6,9,0,Aargau
2020-01-18,5.9,-0.1,3.4,1.1,0,Aargau
2020-01-19,3.3,-3.6,-0.2,0,0.63,Aargau
2020-01-20,3.8,-1.8,0.3,0,0,Aargau
2020-01-21,2.5,-4,-2,0,0,Aargau
2020-01-22,3,-4.9,-2.3,0,0,Aargau
2020-01-23,0.8,-4.9,-3.3,0,0,Aargau
2020-01-24,7.6,-4.9,0.4,0,0,Aargau
2020-01-25,4.7,-3.1,-0.1,0,0,Aargau
2020-01-26,6.6,-3.6,0.4,0.3,0,Aargau
2020-01-27,8.1,2.1,4.5,2.1,0,Aargau
2020-01-28,5.6,1.3,4.2,10.4,0.63,Aargau
2020-01-29,5.2,1.7,3.3,7,0.98,Aargau
2020-01-30,8.9,1.3,5.1,1.6,0,Aargau
2020-01-31,13.8,7.3,9.6,0.7,0,Aargau
2020-02-01,13.4,7.1,9.7,2,0,Aargau
2020-02-02,12.1,9.1,10.5,5.8,0,Aargau
2020-02-03,12.5,10.9,11.6,13.8,0,Aargau
2020-02-04,15.1,1.4,5.8,9.2,0.91,Aargau
2020-02-05,5,-2,2.3,0.5,0.7,Aargau
2020-02-06,6,-2.9,0.4,0,0,Aargau
2020-02-07,7.1,-5.1,0.1,0,0,Aargau
2020-02-08,8.8,-5.2,0.5,0,0,Aargau
2020-02-09,10.8,1,6.2,0.3,0,Aargau
2020-02-10,12.2,6.9,9.7,9.4,0,Aargau
2020-02-11,8.1,2.5,5,16.3,0,Aargau
2020-02-12,6.3,1.7,3.6,1.6,0.42,Aargau
2020-02-13,8.2,-2.3,3.7,5.9,0.07,Aargau
2020-02-14,8.1,2.5,5.5,4.1,0,Aargau
2020-02-15,11.5,-0.4,4.4,0,0,Aargau
2020-02-16,13.6,4.2,9.6,0,0,Aargau
2020-02-17,12.9,6.4,9.9,7.9,0,Aargau
2020-02-18,8.4,0.5,4.9,0.3,0,Aargau
2020-02-19,5.7,0.8,4,2.2,0.14,Aargau
2020-02-20,11.2,1.1,5.3,0,0,Aargau
2020-02-21,8.7,1.3,5.4,1.1,0,Aargau
2020-02-22,12.9,-0.8,5.4,0,0,Aargau
2020-02-23,14.5,5.6,10.4,0.2,0,Aargau
2020-02-24,16.5,9.7,12.3,1.3,0,Aargau
2020-02-25,10.9,5.2,7.5,7,0.35,Aargau
2020-02-26,5.9,0.3,2.7,4,3.78,Aargau
2020-02-27,5.6,-0,2.2,2.5,6.86,Aargau
2020-02-28,8.3,-0.1,3.3,0.1,0.14,Aargau
2020-02-29,14.2,3.9,8,4.3,0,Aargau
2020-03-01,12.2,4.4,7.8,7.8,0,Aargau
2020-03-02,8,0.3,4.7,5.5,0,Aargau
2020-03-03,6.7,1.5,3.7,6,0.49,Aargau
2020-03-04,8.5,-1,2.9,0.2,0,Aargau
2020-03-05,7.1,-1,4.6,16.7,0,Aargau
2020-03-06,6.5,3.4,4.9,3,0,Aargau
2020-03-07,6.8,1.6,3.8,1.1,0,Aargau
2020-03-08,10.1,-1,3.9,0,0,Aargau
2020-03-09,7.7,2.4,5.2,7.7,0,Aargau
2020-03-10,8.9,1.8,5,5.8,0,Aargau
2020-03-11,15.8,6.7,10.5,0.3,0,Aargau
2020-03-12,15.6,6.2,10.7,0.7,0,Aargau
2020-03-13,10.5,4.4,7.7,1.2,0,Aargau
2020-03-14,10.3,-0.2,4.5,0,0,Aargau
2020-03-15,13.7,-1.1,5.5,0,0,Aargau
2020-03-16,16,0.2,7.8,0,0,Aargau
2020-03-17,15.6,4.1,10,0,0,Aargau
2020-03-18,17.7,3.4,10.5,0,0,Aargau
2020-03-19,18.1,2.6,10.7,0,0,Aargau
2020-03-20,17.8,4.3,10.8,4.4,0,Aargau
2020-03-21,11.1,4.4,7.3,0.2,0,Aargau
2020-03-22,8.1,1.7,4.4,0,0,Aargau
2020-03-23,6.9,-3.1,1.7,0,0,Aargau
2020-03-24,7.1,-3.6,1.6,0,0,Aargau
2020-03-25,6.4,-2.6,2,0,0,Aargau
2020-03-26,8.1,-3.4,2.2,0,0,Aargau
2020-03-27,11.9,-1.4,4.5,0,0,Aargau
2020-03-28,15.3,0.8,7.6,0,0,Aargau
2020-03-29,7.9,2.4,5,6.4,0.35,Aargau
2020-03-30,4.1,-1.1,2,1.5,0.63,Aargau
2020-03-31,8.4,-3,2.3,0,0,Aargau
2020-04-01,10.3,-3.3,3.5,0,0,Aargau
2020-04-02,13.4,-0.9,5.8,0,0,Aargau
2020-04-03,12.3,0.8,6.2,0,0,Aargau
2020-04-04,14.5,0.5,7.5,0,0,Aargau
2020-04-05,17.7,1.3,8.9,0,0,Aargau
2020-04-06,19.3,3,11,0,0,Aargau
2020-04-07,20.8,3.8,11.8,0,0,Aargau
2020-04-08,20.6,3.7,13.1,0,0,Aargau
2020-04-09,21,5,13.8,0,0,Aargau
2020-04-10,21.2,5.4,13.9,0,0,Aargau
2020-04-11,21.5,5.3,14.3,0,0,Aargau
2020-04-12,21.8,5.3,14.4,0,0,Aargau
2020-04-13,19.8,9.5,14,0.8,0,Aargau
2020-04-14,11.4,2.5,7.2,0.2,0,Aargau
2020-04-15,17.9,0.4,8.6,0,0,Aargau
2020-04-16,21.6,3.3,12.9,0,0,Aargau
2020-04-17,23,8.6,15.7,0,0,Aargau
2020-04-18,22.9,10.7,16.2,0,0,Aargau
2020-04-19,22.1,8.4,16.2,0,0,Aargau
2020-04-20,18.6,10.4,14.4,1.2,0,Aargau
2020-04-21,19.2,9.2,14.3,0.1,0,Aargau
2020-04-22,21.6,7.7,14.7,0,0,Aargau
2020-04-23,21.4,8.1,14.9,0,0,Aargau
2020-04-24,21.7,9.1,15.5,0,0,Aargau
2020-04-25,21.4,11.2,16.1,0.3,0,Aargau
2020-04-26,20.5,10.5,14.8,4.2,0,Aargau
2020-04-27,21.5,9.8,15.5,0,0,Aargau
2020-04-28,14.3,10.8,12.9,20.3,0,Aargau
2020-04-29,15.8,8.9,11.6,8.7,0,Aargau
2020-04-30,11.9,9.2,10.4,10.6,0,Aargau
2020-05-01,14.3,8.2,10.1,11.9,0,Aargau
2020-05-02,13.7,6.9,9.9,9.9,0,Aargau
2020-05-03,17,4.8,10.6,0,0,Aargau
2020-05-04,20.7,8.7,14.6,0.1,0,Aargau
2020-05-05,13.8,10.1,11.9,11.8,0,Aargau
2020-05-06,15.1,6.8,10.6,0.2,0,Aargau
2020-05-07,20.2,3.1,12.4,0,0,Aargau
2020-05-08,23.8,6.9,15.8,0,0,Aargau
2020-05-09,24.6,13.7,18.8,2.4,0,Aargau
2020-05-10,23,14.3,18,3.6,0,Aargau
2020-05-11,17.1,4.8,11.9,8.3,0,Aargau
2020-05-12,12.5,3.7,7.8,2.2,0,Aargau
2020-05-13,12,7,9.3,8.5,0,Aargau
2020-05-14,12.2,8.3,9.7,3,0,Aargau
2020-05-15,13,7.9,10.5,1.2,0,Aargau
2020-05-16,17.7,4.1,11.5,0,0,Aargau
2020-05-17,20.1,6.4,13.6,0,0,Aargau
2020-05-18,22.1,6.8,14.9,0,0,Aargau
2020-05-19,23.4,9.9,17.2,0,0,Aargau
2020-05-20,22.4,13.1,17.8,0,0,Aargau
2020-05-21,24.1,11,18,0,0,Aargau
2020-05-22,25.3,12.4,19.9,0,0,Aargau
2020-05-23,20.8,10.5,15.2,16.5,0,Aargau
2020-05-24,17.5,6.5,12.4,0.3,0,Aargau
2020-05-25,18.1,6.9,13.5,0,0,Aargau
2020-05-26,20.5,8.4,15.1,0,0,Aargau
2020-05-27,21.3,9.1,15.9,0,0,Aargau
2020-05-28,21.8,8.7,16.1,0,0,Aargau
2020-05-29,19.4,9.7,14.9,0,0,Aargau
2020-05-30,19.3,9.2,14.7,0,0,Aargau
2020-05-31,20.8,8.6,15.2,0,0,Aargau
2020-06-01,24.3,9.5,17.1,0,0,Aargau
2020-06-02,25.3,10.5,18.9,0,0,Aargau
2020-06-03,25.6,11.7,19,0.4,0,Aargau
2020-06-04,18.1,12.8,15,10.2,0,Aargau
2020-06-05,16.6,11,13.5,2.6,0,Aargau
2020-06-06,18.6,13.4,15.1,11.3,0,Aargau
2020-06-07,13.8,11.4,12.5,17.1,0,Aargau
2020-06-08,18.2,9.9,13.8,0.4,0,Aargau
2020-06-09,15.5,11.3,13.1,6.9,0,Aargau
2020-06-10,16.4,11.6,13.9,2.8,0,Aargau
2020-06-11,19.5,11.9,15.1,1.4,0,Aargau
2020-06-12,26.3,10.4,17.9,0,0,Aargau
2020-06-13,22.6,13.6,17.1,10.3,0,Aargau
2020-06-14,17.7,12.7,14.7,4.9,0,Aargau
2020-06-15,19.3,13.2,16.3,0.5,0,Aargau
2020-06-16,20.4,14.1,16.8,1,0,Aargau
2020-06-17,15.8,12.3,14.3,17.3,0,Aargau
2020-06-18,19.9,10.2,15.2,0.2,0,Aargau
2020-06-19,17.6,11.7,14.6,5.6,0,Aargau
2020-06-20,20.7,9.9,15.7,0.2,0,Aargau
2020-06-21,22.6,12.4,17.6,0.3,0,Aargau
2020-06-22,23.6,14.7,18.7,0,0,Aargau
2020-06-23,26,13.6,20.1,0,0,Aargau
2020-06-24,26.8,14.1,20.6,0,0,Aargau
2020-06-25,27.2,13.8,20.6,0,0,Aargau
2020-06-26,26.3,15.9,20.4,2.4,0,Aargau
2020-06-27,26.5,15.7,21.5,1.4,0,Aargau
2020-06-28,24.5,17.2,20.2,5.8,0,Aargau
2020-06-29,22.8,14.8,17.6,31.4,0,Aargau
2020-06-30,24.6,12.6,18.8,0,0,Aargau
2020-07-01,27.8,14.5,21.1,4.5,0,Aargau
2020-07-02,21.5,17.3,19.3,5.5,0,Aargau
2020-07-03,19.6,15.1,17.3,0.7,0,Aargau
2020-07-04,24,12,18.3,0,0,Aargau
2020-07-05,25.8,15.1,20.6,0,0,Aargau
2020-07-06,20.5,14,18.1,1.9,0,Aargau
2020-07-07,22.5,9.6,16.4,0,0,Aargau
2020-07-08,25.7,9.5,18.6,0,0,Aargau
2020-07-09,29.2,13.6,22.4,0,0,Aargau
2020-07-10,29.2,17.5,22.7,3.9,0,Aargau
2020-07-11,21,15.3,17.6,19.1,0,Aargau
2020-07-12,23.7,11.9,18.2,0,0,Aargau
2020-07-13,24.7,11.9,18.6,0,0,Aargau
2020-07-14,25.1,14,19.5,0,0,Aargau
2020-07-15,21.6,15.7,17.4,3.8,0,Aargau
2020-07-16,17.9,14.8,15.9,7.1,0,Aargau
2020-07-17,19.5,14.5,16.5,5.1,0,Aargau
2020-07-18,24,11.9,18.4,0.2,0,Aargau
2020-07-19,27,12.4,19.9,0,0,Aargau
2020-07-20,27.7,13.4,21.6,0,0,Aargau
2020-07-21,27,16.1,21.1,5,0,Aargau
2020-07-22,26,16.2,20.7,15.4,0,Aargau
2020-07-23,26.8,16.5,21.6,0.1,0,Aargau
2020-07-24,23.5,16.3,18.9,3.2,0,Aargau
2020-07-25,25.7,15.2,20.3,0.2,0,Aargau
2020-07-26,26.3,17.5,20.8,2.4,0,Aargau
2020-07-27,30.4,15.3,22.9,0.1,0,Aargau
2020-07-28,29,19.8,23.8,4,0,Aargau
2020-07-29,28.3,16.8,22.5,0,0,Aargau
2020-07-30,31.3,16.3,23.7,0,0,Aargau
2020-07-31,34,19.1,26.6,0,0,Aargau
2020-08-01,31.8,21.7,26.4,0.3,0,Aargau
2020-08-02,26.5,17.8,20.6,12.4,0,Aargau
2020-08-03,17.9,14.1,16.4,17.9,0,Aargau
2020-08-04,17.8,13.3,15,16.6,0,Aargau
2020-08-05,23.2,9.1,16.6,0,0,Aargau
2020-08-06,26.1,11.5,18.8,0,0,Aargau
2020-08-07,29.2,14.4,21.9,0,0,Aargau
2020-08-08,29.9,16.2,23.2,0,0,Aargau
2020-08-09,30.5,16.6,23.7,0,0,Aargau
2020-08-10,30.8,17.3,24.7,0,0,Aargau
2020-08-11,30.7,19.6,25.3,0,0,Aargau
2020-08-12,30.2,19,24.9,0.1,0,Aargau
2020-08-13,27.4,19.5,23.1,0.8,0,Aargau
2020-08-14,22.9,18.2,20,7.8,0,Aargau
2020-08-15,27.1,16.1,21.5,0.7,0,Aargau
2020-08-16,28.9,15.6,22.4,0,0,Aargau
2020-08-17,22.8,16.8,19.5,13.2,0,Aargau
2020-08-18,23.9,15.5,19.4,0.4,0,Aargau
2020-08-19,26,14,20,0,0,Aargau
