"time","temperature_2m_max","temperature_2m_min","temperature_2m_mean","rain_sum","snowfall_sum","date","canton","capital"
"2022-07-09",24.7,11.3,18.4,0,0,2022-07-09,"Fribourg","Fribourg"
"2022-07-10",24.5,13.9,19,0,0,2022-07-10,"Fribourg","Fribourg"
"2022-07-11",24.6,12.1,18.5,0,0,2022-07-11,"Fribourg","Fribourg"
"2022-07-12",26.9,12.9,20.2,0,0,2022-07-12,"Fribourg","Fribourg"
"2022-07-13",30.2,11.6,21.6,0,0,2022-07-13,"Fribourg","Fribourg"
"2022-07-14",32.7,18,25.3,0,0,2022-07-14,"Fribourg","Fribourg"
"2022-07-15",28.6,17.6,22.9,0,0,2022-07-15,"Fribourg","Fribourg"
"2022-07-16",27.8,15.1,21.5,0,0,2022-07-16,"Fribourg","Fribourg"
"2022-07-17",29.4,14,22.1,0,0,2022-07-17,"Fribourg","Fribourg"
"2022-07-18",32.9,14,23.7,0,0,2022-07-18,"Fribourg","Fribourg"
"2022-07-19",34.5,15.1,25,0,0,2022-07-19,"Fribourg","Fribourg"
"2022-07-20",30.2,20.6,25,2.5,0,2022-07-20,"Fribourg","Fribourg"
"2022-07-21",27.3,17.9,22.4,5.5,0,2022-07-21,"Fribourg","Fribourg"
"2022-07-22",32,15,23.6,0,0,2022-07-22,"Fribourg","Fribourg"
"2022-07-23",26.8,17,22.4,0.8,0,2022-07-23,"Fribourg","Fribourg"
"2022-07-24",30.2,17.7,23.8,0,0,2022-07-24,"Fribourg","Fribourg"
"2022-07-25",33.7,17.4,25.2,0.9,0,2022-07-25,"Fribourg","Fribourg"
"2022-07-26",24.5,16.6,20.7,1.6,0,2022-07-26,"Fribourg","Fribourg"
"2022-07-27",24.8,15.3,20.4,0,0,2022-07-27,"Fribourg","Fribourg"
"2022-07-28",29.5,13.1,21,0,0,2022-07-28,"Fribourg","Fribourg"
"2022-07-29",24.2,16.2,19.6,4.4,0,2022-07-29,"Fribourg","Fribourg"
"2022-07-30",24.7,13.1,19.8,0,0,2022-07-30,"Fribourg","Fribourg"
"2022-07-31",27.6,12.9,21.6,0,0,2022-07-31,"Fribourg","Fribourg"
"2022-08-01",31.6,16.2,23.1,0,0,2022-08-01,"Fribourg","Fribourg"
"2022-08-02",29.7,16.5,23,0,0,2022-08-02,"Fribourg","Fribourg"
"2022-08-03",33.4,15.9,24.9,0,0,2022-08-03,"Fribourg","Fribourg"
"2022-08-04",34.9,17.9,27.3,0,0,2022-08-04,"Fribourg","Fribourg"
"2022-08-05",31.4,18.7,25.7,0.1,0,2022-08-05,"Fribourg","Fribourg"
"2022-08-06",22.9,17.4,19.7,0.3,0,2022-08-06,"Fribourg","Fribourg"
"2022-08-07",22.8,15.3,18.7,0,0,2022-08-07,"Fribourg","Fribourg"
"2022-08-08",27,13.7,20.4,0,0,2022-08-08,"Fribourg","Fribourg"
"2022-08-09",28.2,13.5,21.3,0,0,2022-08-09,"Fribourg","Fribourg"
"2022-08-10",28.6,13.9,21.4,0,0,2022-08-10,"Fribourg","Fribourg"
"2022-08-11",30.1,14.7,22.3,0,0,2022-08-11,"Fribourg","Fribourg"
"2022-08-12",28.8,14.5,21.8,0,0,2022-08-12,"Fribourg","Fribourg"
"2022-08-13",28.7,12.5,20.6,0,0,2022-08-13,"Fribourg","Fribourg"
"2022-08-14",24.6,12.5,18.1,3.3,0,2022-08-14,"Fribourg","Fribourg"
"2022-08-15",23.1,15.1,18.5,0.2,0,2022-08-15,"Fribourg","Fribourg"
"2022-08-16",28.3,12.6,20.2,0,0,2022-08-16,"Fribourg","Fribourg"
"2022-08-17",26,15.1,20.4,1.9,0,2022-08-17,"Fribourg","Fribourg"
"2022-08-18",20.8,14.9,17.3,8.7,0,2022-08-18,"Fribourg","Fribourg"
"2022-08-19",20.9,15.1,17.1,33,0,2022-08-19,"Fribourg","Fribourg"
"2022-08-20",21.6,15,17.7,2.3,0,2022-08-20,"Fribourg","Fribourg"
"2022-08-21",22.9,13.7,18.2,0,0,2022-08-21,"Fribourg","Fribourg"
"2022-08-22",23.9,13.4,19,0,0,2022-08-22,"Fribourg","Fribourg"
"2022-08-23",25.3,12.4,19,0,0,2022-08-23,"Fribourg","Fribourg"
"2022-08-24",25.1,11.1,18.1,0,0,2022-08-24,"Fribourg","Fribourg"
"2022-08-25",28.2,12,20.1,0,0,2022-08-25,"Fribourg","Fribourg"
"2022-08-26",23.6,15.6,19.1,24.6,0,2022-08-26,"Fribourg","Fribourg"
"2022-08-27",23.1,13.7,18.2,1.5,0,2022-08-27,"Fribourg","Fribourg"
"2022-08-28",23.6,14.4,18.1,0.1,0,2022-08-28,"Fribourg","Fribourg"
"2022-08-29",25.8,11.9,18.7,0.1,0,2022-08-29,"Fribourg","Fribourg"
"2022-08-30",24.9,13.6,18.6,4.6,0,2022-08-30,"Fribourg","Fribourg"
"2022-08-31",20.9,13.1,17.2,0.8,0,2022-08-31,"Fribourg","Fribourg"
"2022-09-01",20.7,11.4,16.1,0,0,2022-09-01,"Fribourg","Fribourg"
"2022-09-02",22,11.9,16.5,1.3,0,2022-09-02,"Fribourg","Fribourg"
"2022-09-03",21.7,12.6,16.5,7.2,0,2022-09-03,"Fribourg","Fribourg"
"2022-09-04",23.1,12,17.4,0,0,2022-09-04,"Fribourg","Fribourg"
"2022-09-05",25.7,12.8,19.1,0,0,2022-09-05,"Fribourg","Fribourg"
"2022-09-06",23,15.5,18.9,27.1,0,2022-09-06,"Fribourg","Fribourg"
"2022-09-07",23.3,15.5,18.7,16.7,0,2022-09-07,"Fribourg","Fribourg"
"2022-09-08",20.8,14.7,17.2,10.9,0,2022-09-08,"Fribourg","Fribourg"
"2022-09-09",19.8,12.7,15.8,1.7,0,2022-09-09,"Fribourg","Fribourg"
"2022-09-10",18.1,12,14.5,0.5,0,2022-09-10,"Fribourg","Fribourg"
"2022-09-11",20.4,8.9,14.9,1.4,0,2022-09-11,"Fribourg","Fribourg"
"2022-09-12",23.4,7.6,15.4,0,0,2022-09-12,"Fribourg","Fribourg"
"2022-09-13",24.7,11.1,17.6,0,0,2022-09-13,"Fribourg","Fribourg"
"2022-09-14",23.1,17.1,19.9,0,0,2022-09-14,"Fribourg","Fribourg"
"2022-09-15",20.5,14.5,16.9,17.7,0,2022-09-15,"Fribourg","Fribourg"
"2022-09-16",17.6,10.9,14.1,1.2,0,2022-09-16,"Fribourg","Fribourg"
"2022-09-17",11.3,6.5,9.3,5.2,0,2022-09-17,"Fribourg","Fribourg"
"2022-09-18",15.9,4.1,10.4,0.1,0,2022-09-18,"Fribourg","Fribourg"
"2022-09-19",14.9,6,10.9,0,0,2022-09-19,"Fribourg","Fribourg"
"2022-09-20",15.2,5.1,10,0,0,2022-09-20,"Fribourg","Fribourg"
"2022-09-21",14.8,5.4,9.7,0,0,2022-09-21,"Fribourg","Fribourg"
"2022-09-22",17.3,2.2,9.1,0,0,2022-09-22,"Fribourg","Fribourg"
"2022-09-23",19.6,5.2,12.5,0,0,2022-09-23,"Fribourg","Fribourg"
"2022-09-24",16.6,10.2,13,16.1,0,2022-09-24,"Fribourg","Fribourg"
"2022-09-25",13.8,9.3,11.1,8.7,0,2022-09-25,"Fribourg","Fribourg"
"2022-09-26",13.9,8.2,11.1,3.4,0,2022-09-26,"Fribourg","Fribourg"
"2022-09-27",11.6,8.1,9.5,7.7,0,2022-09-27,"Fribourg","Fribourg"
"2022-09-28",12.5,8.2,10,32.3,0,2022-09-28,"Fribourg","Fribourg"
"2022-09-29",9.6,7.8,8.6,18.8,0,2022-09-29,"Fribourg","Fribourg"
"2022-09-30",12.4,6.3,8.8,0,0,2022-09-30,"Fribourg","Fribourg"
"2022-10-01",13,6.8,10.1,5.7,0,2022-10-01,"Fribourg","Fribourg"
"2022-10-02",18.4,12.6,14.9,3.6,0,2022-10-02,"Fribourg","Fribourg"
"2022-10-03",15.4,7.6,12.6,1.9,0,2022-10-03,"Fribourg","Fribourg"
"2022-10-04",17.5,7,11.6,0,0,2022-10-04,"Fribourg","Fribourg"
"2022-10-05",20.7,8.7,14.6,0,0,2022-10-05,"Fribourg","Fribourg"
"2022-10-06",18.8,10.8,14.5,0,0,2022-10-06,"Fribourg","Fribourg"
"2022-10-07",19,9.6,13.6,0,0,2022-10-07,"Fribourg","Fribourg"
"2022-10-08",15.6,11.3,13.6,6.4,0,2022-10-08,"Fribourg","Fribourg"
"2022-10-09",15,9.2,11.2,0,0,2022-10-09,"Fribourg","Fribourg"
"2022-10-10",18.8,8.8,13.5,0.4,0,2022-10-10,"Fribourg","Fribourg"
"2022-10-11",17.9,8.7,12.5,0,0,2022-10-11,"Fribourg","Fribourg"
"2022-10-12",17.2,9.4,12.9,0.9,0,2022-10-12,"Fribourg","Fribourg"
"2022-10-13",16.5,8.6,11.9,1.7,0,2022-10-13,"Fribourg","Fribourg"
"2022-10-14",16.3,11.3,13,10.1,0,2022-10-14,"Fribourg","Fribourg"
"2022-10-15",19.2,13.6,15.7,0.3,0,2022-10-15,"Fribourg","Fribourg"
"2022-10-16",21.3,9.3,14.9,0,0,2022-10-16,"Fribourg","Fribourg"
"2022-10-17",19.8,6.8,13.4,0,0,2022-10-17,"Fribourg","Fribourg"
"2022-10-18",20.1,10.8,15.2,0,0,2022-10-18,"Fribourg","Fribourg"
"2022-10-19",16.3,8.3,11.8,0,0,2022-10-19,"Fribourg","Fribourg"
"2022-10-20",18.3,9.3,13.1,0.6,0,2022-10-20,"Fribourg","Fribourg"
"2022-10-21",16.3,12.4,13.8,22.5,0,2022-10-21,"Fribourg","Fribourg"
"2022-10-22",18.3,9.6,13.6,12.9,0,2022-10-22,"Fribourg","Fribourg"
"2022-10-23",19.5,6.7,12.3,0.4,0,2022-10-23,"Fribourg","Fribourg"
"2022-10-24",15.7,10.1,12.6,11.4,0,2022-10-24,"Fribourg","Fribourg"
"2022-10-25",14.9,7.4,11.4,0.1,0,2022-10-25,"Fribourg","Fribourg"
"2022-10-26",19.6,7.5,12.9,1.9,0,2022-10-26,"Fribourg","Fribourg"
"2022-10-27",19.1,8.9,12.7,0,0,2022-10-27,"Fribourg","Fribourg"
"2022-10-28",21,8.5,13.8,0,0,2022-10-28,"Fribourg","Fribourg"
"2022-10-29",19.2,8.7,13.2,0,0,2022-10-29,"Fribourg","Fribourg"
"2022-10-30",17.9,7.4,12.2,0,0,2022-10-30,"Fribourg","Fribourg"
"2022-10-31",17.3,8.5,12,0,0,2022-10-31,"Fribourg","Fribourg"
"2022-11-01",15.8,8.6,12.3,9.7,0,2022-11-01,"Fribourg","Fribourg"
"2022-11-02",13.5,5.7,10.4,0.7,0,2022-11-02,"Fribourg","Fribourg"
"2022-11-03",12.1,5.2,8.6,8.7,0,2022-11-03,"Fribourg","Fribourg"
"2022-11-04",9.2,4.8,6.9,7.9,0,2022-11-04,"Fribourg","Fribourg"
"2022-11-05",8.9,1.9,5.8,1.9,0,2022-11-05,"Fribourg","Fribourg"
"2022-11-06",11.1,-0.5,4.9,0,0,2022-11-06,"Fribourg","Fribourg"
"2022-11-07",14.2,3,9.5,0.1,0,2022-11-07,"Fribourg","Fribourg"
"2022-11-08",15.2,1.9,8.1,0,0,2022-11-08,"Fribourg","Fribourg"
"2022-11-09",11.8,7.6,9.6,23.8,0,2022-11-09,"Fribourg","Fribourg"
"2022-11-10",12.2,5.3,8.9,0.6,0,2022-11-10,"Fribourg","Fribourg"
"2022-11-11",10.8,2.9,6.6,0,0,2022-11-11,"Fribourg","Fribourg"
"2022-11-12",9.7,3.1,6,0,0,2022-11-12,"Fribourg","Fribourg"
"2022-11-13",8,2.5,5,0,0,2022-11-13,"Fribourg","Fribourg"
"2022-11-14",12.9,3.8,8.3,3.1,0,2022-11-14,"Fribourg","Fribourg"
"2022-11-15",8.5,6.5,7.4,4.6,0,2022-11-15,"Fribourg","Fribourg"
"2022-11-16",11.8,5.8,8.4,14.4,0,2022-11-16,"Fribourg","Fribourg"
"2022-11-17",11.4,7.6,9.4,7.8,0,2022-11-17,"Fribourg","Fribourg"
"2022-11-18",8.5,2.6,6.4,5.4,0,2022-11-18,"Fribourg","Fribourg"
"2022-11-19",7,0.3,3.8,0.7,0,2022-11-19,"Fribourg","Fribourg"
"2022-11-20",6.9,0.8,3.7,4.2,0.07,2022-11-20,"Fribourg","Fribourg"
"2022-11-21",7.1,4.4,5.5,3.1,0,2022-11-21,"Fribourg","Fribourg"
"2022-11-22",6.2,2.7,4.8,4.6,0,2022-11-22,"Fribourg","Fribourg"
"2022-11-23",6.9,-0.8,3.9,2.4,0,2022-11-23,"Fribourg","Fribourg"
"2022-11-24",9.1,1.2,5.6,0.2,0,2022-11-24,"Fribourg","Fribourg"
"2022-11-25",10,1.8,5.6,1.6,0,2022-11-25,"Fribourg","Fribourg"
"2022-11-26",6,-0.6,3,0,0,2022-11-26,"Fribourg","Fribourg"
"2022-11-27",5.7,-1.4,1.7,0,0,2022-11-27,"Fribourg","Fribourg"
"2022-11-28",8.2,2.6,5.3,1.6,0,2022-11-28,"Fribourg","Fribourg"
"2022-11-29",6,3.9,4.7,4.8,0,2022-11-29,"Fribourg","Fribourg"
"2022-11-30",5.5,2.6,4,0.4,0,2022-11-30,"Fribourg","Fribourg"
"2022-12-01",3,0.8,2,0,0,2022-12-01,"Fribourg","Fribourg"
"2022-12-02",3.8,0.7,2,0.8,0.14,2022-12-02,"Fribourg","Fribourg"
"2022-12-03",0.7,-1.5,-0.6,0,0,2022-12-03,"Fribourg","Fribourg"
"2022-12-04",2.1,-1.4,-0.1,0.3,0.91,2022-12-04,"Fribourg","Fribourg"
"2022-12-05",4.8,-2.2,1.8,1.8,0,2022-12-05,"Fribourg","Fribourg"
"2022-12-06",2.6,-2.8,-0.6,0,0,2022-12-06,"Fribourg","Fribourg"
"2022-12-07",2.2,-3.9,-0.5,0,0,2022-12-07,"Fribourg","Fribourg"
"2022-12-08",2.3,-4,-0.7,0,0,2022-12-08,"Fribourg","Fribourg"
"2022-12-09",0.2,-1.2,-0.6,0.3,9.73,2022-12-09,"Fribourg","Fribourg"
"2022-12-10",-0.1,-1.9,-0.8,0.1,4.69,2022-12-10,"Fribourg","Fribourg"
"2022-12-11",-2,-13.1,-5.1,0,0.42,2022-12-11,"Fribourg","Fribourg"
"2022-12-12",-3.5,-14.7,-9.8,0,0,2022-12-12,"Fribourg","Fribourg"
"2022-12-13",-4.1,-9.2,-6.7,0,1.61,2022-12-13,"Fribourg","Fribourg"
"2022-12-14",7.1,-5.9,2,11.2,0,2022-12-14,"Fribourg","Fribourg"
"2022-12-15",6.1,-0.3,3.2,3.8,2.59,2022-12-15,"Fribourg","Fribourg"
"2022-12-16",0.5,-2.6,-0.7,0.7,4.55,2022-12-16,"Fribourg","Fribourg"
"2022-12-17",-2.3,-5.1,-4,0,0,2022-12-17,"Fribourg","Fribourg"
"2022-12-18",0.6,-5,-2.3,0,0,2022-12-18,"Fribourg","Fribourg"
"2022-12-19",7.9,-2.5,2.3,0,0,2022-12-19,"Fribourg","Fribourg"
"2022-12-20",9.9,-0.7,3.9,0,0,2022-12-20,"Fribourg","Fribourg"
"2022-12-21",8.8,5.8,6.9,1.5,0,2022-12-21,"Fribourg","Fribourg"
"2022-12-22",10.1,7.3,8.6,5.1,0,2022-12-22,"Fribourg","Fribourg"
"2022-12-23",10.9,8.5,9.9,13.3,0,2022-12-23,"Fribourg","Fribourg"
"2022-12-24",10.1,5,8.3,9.5,0,2022-12-24,"Fribourg","Fribourg"
"2022-12-25",9,3.1,5.6,0,0,2022-12-25,"Fribourg","Fribourg"
"2022-12-26",10.4,6,8,12.1,0,2022-12-26,"Fribourg","Fribourg"
"2022-12-27",7.6,1.4,5,1.7,0,2022-12-27,"Fribourg","Fribourg"
"2022-12-28",7.8,1.1,4.2,0,0,2022-12-28,"Fribourg","Fribourg"
"2022-12-29",10.7,5.6,7.6,10,0,2022-12-29,"Fribourg","Fribourg"
"2022-12-30",9.5,0.9,6.3,11.6,0,2022-12-30,"Fribourg","Fribourg"
"2022-12-31",14.5,7.9,10.4,0.5,0,2022-12-31,"Fribourg","Fribourg"
"2023-01-01",13.5,6.5,9.8,0,0,2023-01-01,"Fribourg","Fribourg"
"2023-01-02",13.5,5.8,8.4,2.2,0,2023-01-02,"Fribourg","Fribourg"
"2023-01-03",7.5,2.1,6.3,5.9,0,2023-01-03,"Fribourg","Fribourg"
"2023-01-04",8.3,1.5,5.2,0,0,2023-01-04,"Fribourg","Fribourg"
"2023-01-05",10,1.3,7.6,1.4,0,2023-01-05,"Fribourg","Fribourg"
"2023-01-06",8,0,4.7,0,0,2023-01-06,"Fribourg","Fribourg"
"2023-01-07",9.4,0.4,4,0,0,2023-01-07,"Fribourg","Fribourg"
"2023-01-08",6.7,2.7,4.9,10.4,0,2023-01-08,"Fribourg","Fribourg"
"2023-01-09",6.3,1.6,3.9,10.1,2.8,2023-01-09,"Fribourg","Fribourg"
"2023-01-10",4.9,0.6,2.8,1.4,0.63,2023-01-10,"Fribourg","Fribourg"
"2023-01-11",7.9,4.6,6.2,1.9,0,2023-01-11,"Fribourg","Fribourg"
"2023-01-12",7.3,3.7,5.5,0,0,2023-01-12,"Fribourg","Fribourg"
"2023-01-13",8.3,4,6.1,1.3,0,2023-01-13,"Fribourg","Fribourg"
"2023-01-14",8.6,3,5.7,4.6,0,2023-01-14,"Fribourg","Fribourg"
"2023-01-15",8.5,0.7,4.9,14.3,0,2023-01-15,"Fribourg","Fribourg"
"2023-01-16",4.2,-0.4,1.7,2.3,3.01,2023-01-16,"Fribourg","Fribourg"
"2023-01-17",1.5,-2.3,-0.1,0.3,3.01,2023-01-17,"Fribourg","Fribourg"
"2023-01-18",0.4,-4.6,-0.8,0,3.5,2023-01-18,"Fribourg","Fribourg"
"2023-01-19",-0.9,-12.7,-6.1,0,0,2023-01-19,"Fribourg","Fribourg"
"2023-01-20",-2.5,-15,-9.2,0,0,2023-01-20,"Fribourg","Fribourg"
"2023-01-21",-1.9,-13.5,-6.7,0,0,2023-01-21,"Fribourg","Fribourg"
"2023-01-22",-1.3,-3.8,-2.7,0,0.14,2023-01-22,"Fribourg","Fribourg"
"2023-01-23",-1.3,-4.2,-2.7,0,0,2023-01-23,"Fribourg","Fribourg"
"2023-01-24",0.5,-3.2,-1.6,0,0,2023-01-24,"Fribourg","Fribourg"
"2023-01-25",0.5,-3.9,-1.7,0,0,2023-01-25,"Fribourg","Fribourg"
"2023-01-26",-0.3,-2.5,-1.3,0,0,2023-01-26,"Fribourg","Fribourg"
"2023-01-27",-0.8,-2.6,-1.8,0,0,2023-01-27,"Fribourg","Fribourg"
"2023-01-28",-0.2,-2.4,-1.4,0,0,2023-01-28,"Fribourg","Fribourg"
"2023-01-29",0.6,-4.7,-1.7,0,0,2023-01-29,"Fribourg","Fribourg"
"2023-01-30",2.7,-5.4,-1.4,0.1,0.14,2023-01-30,"Fribourg","Fribourg"
"2023-01-31",4.7,-1.9,1.2,0,0.21,2023-01-31,"Fribourg","Fribourg"
"2023-02-01",4.3,0,1.9,0,0,2023-02-01,"Fribourg","Fribourg"
"2023-02-02",5.7,-1.6,2.4,0,0,2023-02-02,"Fribourg","Fribourg"
"2023-02-03",7,-3.9,1.3,0,0,2023-02-03,"Fribourg","Fribourg"
"2023-02-04",6.7,-1.3,3.6,0.7,0,2023-02-04,"Fribourg","Fribourg"
"2023-02-05",3.3,-1.5,1.8,2.6,0.42,2023-02-05,"Fribourg","Fribourg"
"2023-02-06",2,-1.3,0.7,0.3,0.21,2023-02-06,"Fribourg","Fribourg"
"2023-02-07",3,-4.9,-1.7,0,0,2023-02-07,"Fribourg","Fribourg"
"2023-02-08",0.9,-6.4,-3.1,0,0,2023-02-08,"Fribourg","Fribourg"
"2023-02-09",4.2,-5.5,-2,0,0,2023-02-09,"Fribourg","Fribourg"
"2023-02-10",3.8,-6.4,-2,0,0,2023-02-10,"Fribourg","Fribourg"
"2023-02-11",5.1,-5.7,-0.7,0,0,2023-02-11,"Fribourg","Fribourg"
"2023-02-12",6.7,-4.7,0,0,0,2023-02-12,"Fribourg","Fribourg"
"2023-02-13",5.9,-3.5,1.2,0,0,2023-02-13,"Fribourg","Fribourg"
"2023-02-14",8.1,-5.2,1,0,0,2023-02-14,"Fribourg","Fribourg"
"2023-02-15",10.1,-4.4,1.4,0,0,2023-02-15,"Fribourg","Fribourg"
"2023-02-16",11.5,-3.7,2.6,0,0,2023-02-16,"Fribourg","Fribourg"
"2023-02-17",11.2,3.2,6.8,0.2,0,2023-02-17,"Fribourg","Fribourg"
"2023-02-18",13.1,3.4,7.3,0.1,0,2023-02-18,"Fribourg","Fribourg"
"2023-02-19",11.8,2.7,6.2,0,0,2023-02-19,"Fribourg","Fribourg"
"2023-02-20",10.5,-1.1,4.4,0,0,2023-02-20,"Fribourg","Fribourg"
"2023-02-21",10.8,-0.7,4,0,0,2023-02-21,"Fribourg","Fribourg"
"2023-02-22",11,0.6,5.1,2.1,0,2023-02-22,"Fribourg","Fribourg"
"2023-02-23",10.8,0.8,5,0,0,2023-02-23,"Fribourg","Fribourg"
"2023-02-24",12.6,0.8,5.8,3.4,0,2023-02-24,"Fribourg","Fribourg"
"2023-02-25",7.1,1,4.7,3.1,0,2023-02-25,"Fribourg","Fribourg"
"2023-02-26",0.7,-3.4,-1.1,0,0.14,2023-02-26,"Fribourg","Fribourg"
"2023-02-27",0.1,-3,-1.7,0,0,2023-02-27,"Fribourg","Fribourg"
"2023-02-28",1.9,-3.4,-1.4,0,0,2023-02-28,"Fribourg","Fribourg"
"2023-03-01",1.7,-3.2,-1.1,0,0,2023-03-01,"Fribourg","Fribourg"
"2023-03-02",6.2,-4.2,0,0,0,2023-03-02,"Fribourg","Fribourg"
"2023-03-03",5.9,-2.9,1,0,0,2023-03-03,"Fribourg","Fribourg"
"2023-03-04",8.5,-2.9,2.2,0,0,2023-03-04,"Fribourg","Fribourg"
"2023-03-05",6.2,-4.1,0.7,0,0,2023-03-05,"Fribourg","Fribourg"
"2023-03-06",7.8,-3.9,1.3,0,0,2023-03-06,"Fribourg","Fribourg"
"2023-03-07",7.7,-2.8,1.9,0.7,0,2023-03-07,"Fribourg","Fribourg"
"2023-03-08",8.9,0.5,5.3,3.4,0,2023-03-08,"Fribourg","Fribourg"
"2023-03-09",13.5,7.1,9.7,2.1,0,2023-03-09,"Fribourg","Fribourg"
"2023-03-10",8.8,4.4,6.8,15.6,0.07,2023-03-10,"Fribourg","Fribourg"
"2023-03-11",3.5,0.8,2.4,11.5,2.1,2023-03-11,"Fribourg","Fribourg"
"2023-03-12",10.9,3.2,6.9,1.7,0,2023-03-12,"Fribourg","Fribourg"
"2023-03-13",17.4,6.7,12.2,3,0,2023-03-13,"Fribourg","Fribourg"
"2023-03-14",10.2,3,6.3,28.4,0,2023-03-14,"Fribourg","Fribourg"
"2023-03-15",7.9,-1.4,3.3,1,0.49,2023-03-15,"Fribourg","Fribourg"
"2023-03-16",11.3,-3.6,2.9,0,0,2023-03-16,"Fribourg","Fribourg"
"2023-03-17",15.1,-1.7,6.6,0,0,2023-03-17,"Fribourg","Fribourg"
"2023-03-18",14.2,2.3,8.7,0,0,2023-03-18,"Fribourg","Fribourg"
"2023-03-19",11,5.4,8,3.9,0,2023-03-19,"Fribourg","Fribourg"
"2023-03-20",11.1,1.8,6.4,0,0,2023-03-20,"Fribourg","Fribourg"
"2023-03-21",14.2,-0.6,6.7,0,0,2023-03-21,"Fribourg","Fribourg"
"2023-03-22",16.3,1.2,9.2,0,0,2023-03-22,"Fribourg","Fribourg"
"2023-03-23",15.2,8.1,11.5,1.6,0,2023-03-23,"Fribourg","Fribourg"
"2023-03-24",12,7.7,10.2,11.8,0,2023-03-24,"Fribourg","Fribourg"
"2023-03-25",9.1,4.9,6.9,4.8,0,2023-03-25,"Fribourg","Fribourg"
"2023-03-26",9.1,2.4,6.7,8.3,1.61,2023-03-26,"Fribourg","Fribourg"
"2023-03-27",4.5,0.6,3.4,5.4,1.54,2023-03-27,"Fribourg","Fribourg"
"2023-03-28",7.9,-3.2,2.8,0,0.35,2023-03-28,"Fribourg","Fribourg"
"2023-03-29",16.6,5.2,11.5,0.4,0,2023-03-29,"Fribourg","Fribourg"
"2023-03-30",14.2,9.1,11.1,4,0,2023-03-30,"Fribourg","Fribourg"
"2023-03-31",12,6.3,9.6,4.8,0,2023-03-31,"Fribourg","Fribourg"
"2023-04-01",9.6,4.6,6.5,3.5,0,2023-04-01,"Fribourg","Fribourg"
"2023-04-02",8.2,4,5.9,2.1,0,2023-04-02,"Fribourg","Fribourg"
"2023-04-03",6,1.9,4.5,0.6,0,2023-04-03,"Fribourg","Fribourg"
"2023-04-04",5.9,-2.4,1.8,0,0,2023-04-04,"Fribourg","Fribourg"
"2023-04-05",7.7,-4.7,1.6,0,0,2023-04-05,"Fribourg","Fribourg"
"2023-04-06",10.8,-4.3,3.6,0.1,0,2023-04-06,"Fribourg","Fribourg"
"2023-04-07",7.9,1.4,5,6.7,1.82,2023-04-07,"Fribourg","Fribourg"
"2023-04-08",10.2,-1.2,5,0,0,2023-04-08,"Fribourg","Fribourg"
"2023-04-09",11.6,-1.2,5.4,0,0,2023-04-09,"Fribourg","Fribourg"
"2023-04-10",14.8,-0.4,7.4,0,0,2023-04-10,"Fribourg","Fribourg"
"2023-04-11",11.6,8,9.9,9.2,0,2023-04-11,"Fribourg","Fribourg"
"2023-04-12",12.6,6.4,9,5.5,0,2023-04-12,"Fribourg","Fribourg"
"2023-04-13",7.8,2.4,4.9,1.6,0,2023-04-13,"Fribourg","Fribourg"
"2023-04-14",10.9,0.8,5.5,1,0.28,2023-04-14,"Fribourg","Fribourg"
"2023-04-15",6.6,3.4,5.5,13.2,0,2023-04-15,"Fribourg","Fribourg"
"2023-04-16",7.8,2.6,5.3,2,0,2023-04-16,"Fribourg","Fribourg"
"2023-04-17",11.2,4.5,7.3,1.6,0,2023-04-17,"Fribourg","Fribourg"
"2023-04-18",13.6,4.8,8.4,0,0,2023-04-18,"Fribourg","Fribourg"
"2023-04-19",13.8,2.7,8.1,0,0,2023-04-19,"Fribourg","Fribourg"
"2023-04-20",6.4,1.8,4.3,7,1.33,2023-04-20,"Fribourg","Fribourg"
"2023-04-21",10.3,0.3,5.2,6.1,0,2023-04-21,"Fribourg","Fribourg"
"2023-04-22",15.3,1.3,8.9,0,0,2023-04-22,"Fribourg","Fribourg"
"2023-04-23",16.6,7.9,11.6,5.7,0,2023-04-23,"Fribourg","Fribourg"
"2023-04-24",11.4,5.2,8.6,5.1,0,2023-04-24,"Fribourg","Fribourg"
"2023-04-25",10,4.6,7.3,4.9,0,2023-04-25,"Fribourg","Fribourg"
"2023-04-26",13.7,1,7.9,0,0,2023-04-26,"Fribourg","Fribourg"
"2023-04-27",17.1,4,10.6,0,0,2023-04-27,"Fribourg","Fribourg"
"2023-04-28",19.4,8.7,14.5,4.7,0,2023-04-28,"Fribourg","Fribourg"
"2023-04-29",17.3,11.1,13.9,5.1,0,2023-04-29,"Fribourg","Fribourg"
"2023-04-30",13.6,9,11.1,0.8,0,2023-04-30,"Fribourg","Fribourg"
"2023-05-01",13.2,8.3,10.5,10.2,0,2023-05-01,"Fribourg","Fribourg"
"2023-05-02",15,5.9,10.4,0.3,0,2023-05-02,"Fribourg","Fribourg"
"2023-05-03",16.5,5.8,10.9,0,0,2023-05-03,"Fribourg","Fribourg"
"2023-05-04",21.3,4.6,13.1,0,0,2023-05-04,"Fribourg","Fribourg"
"2023-05-05",20,9.7,14.7,7,0,2023-05-05,"Fribourg","Fribourg"
"2023-05-06",19.2,10.1,14.2,1,0,2023-05-06,"Fribourg","Fribourg"
"2023-05-07",18.2,9.1,13.3,7,0,2023-05-07,"Fribourg","Fribourg"
